"season_name","census_date_start","census_date_end","surveyed_san_telmo","observer","census_date","time_start","time_end","location","location_group","species","total_count","total_count_nodead","ad_female_count","ad_male_count","ad_unk_count","juv_female_count","juv_male_count","juv_unk_count","pup_live_count","pup_dead_count","unk_female_count","unk_male_count","unk_unk_count","header_notes","census_notes","census_phocid_header_id","census_id","research_program","notes"
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Media Luna",,"Elephant seal",33,,3,4,,8,0,,2,,,,16,,,"2001/02-11",,"INACH","pups: 2 females; 0 males0 unknowns"
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Modulo",,"Elephant seal",1,,0,0,,1,0,,0,,,,0,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Papua",,"Elephant seal",2,,2,0,,0,0,,0,,,,0,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Schiappacasse, Playa",,"Elephant seal",0,,0,0,,0,0,,0,,,,0,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Yamana, Playa",,"Elephant seal",0,,0,0,,0,0,,0,,,,0,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Alcazar",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Aranda",,"Leopard seal",1,,1,0,0,,,,,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Ballena Norte",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Cachorros",,"Leopard seal",1,,1,0,0,,,,,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Chungungo",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"El Plastico, Playa",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Larga",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Marko",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Media Luna",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Modulo",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Nibaldo",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Papua",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Schiappacasse, Playa",,"Leopard seal",1,,1,0,0,,,,,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Yamana, Playa",,"Leopard seal",1,,1,0,0,,,,,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Alcazar",,"Weddell seal",3,,0,0,,0,3,,0,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Aranda",,"Weddell seal",0,,0,0,,0,0,,0,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Ballena Norte",,"Weddell seal",0,,0,0,,0,0,,0,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Cachorros",,"Weddell seal",1,,0,1,,0,0,,0,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Cerro Gajardo, Peninsula",,"Weddell seal",3,,1,0,,2,0,,0,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Chungungo",,"Weddell seal",1,,0,1,,0,0,,0,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"El Plastico, Playa",,"Weddell seal",0,,0,0,,0,0,,0,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Larga",,"Weddell seal",0,,0,0,,0,0,,0,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Marko",,"Weddell seal",3,,0,0,,2,1,,0,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Media Luna",,"Weddell seal",5,,0,0,,2,3,,0,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Modulo",,"Weddell seal",0,,0,0,,0,0,,0,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Papua",,"Weddell seal",1,,0,0,,0,1,,0,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Schiappacasse, Playa",,"Weddell seal",0,,0,0,,0,0,,0,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-16","2002-02-16",FALSE,,"2002-02-16",,,"Yamana, Playa",,"Weddell seal",0,,0,0,,0,0,,0,,,,,,,"2001/02-11",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Alcazar",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Aranda",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Ballena Norte",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Cerro Gajardo, Peninsula",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Chungungo",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Copihue",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"El Plastico, Playa",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Larga",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Marko",,"Crabeater seal",1,,1,0,,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Media Luna",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Modulo",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Papua",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Pinochet de la Barra",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Roquerio",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Alcazar",,"Elephant seal",0,,0,0,,0,0,,0,,,,0,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Aranda",,"Elephant seal",0,,0,0,,0,0,,0,,,,0,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Ballena Norte",,"Elephant seal",2,,0,0,,1,0,,0,,,,1,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Cerro Gajardo, Peninsula",,"Elephant seal",2,,0,0,,0,0,,0,,,,2,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Chungungo",,"Elephant seal",0,,0,0,,0,0,,0,,,,0,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Copihue",,"Elephant seal",0,,0,0,,0,0,,0,,,,0,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"El Plastico, Playa",,"Elephant seal",1,,0,0,,0,0,,0,,,,1,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Larga",,"Elephant seal",29,,3,4,,13,2,,0,,,,7,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Marko",,"Elephant seal",3,,0,0,,1,1,,0,,,,1,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Media Luna",,"Elephant seal",14,,0,2,,7,2,,0,,,,3,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Modulo",,"Elephant seal",1,,0,0,,0,0,,1,,,,0,,,"2001/02-12",,"INACH","pups: 1 females; 0 males0 unknowns"
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Papua",,"Elephant seal",1,,0,0,,1,0,,0,,,,0,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Pinochet de la Barra",,"Elephant seal",0,,0,0,,0,0,,0,,,,0,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Roquerio",,"Elephant seal",1,,0,0,,1,0,,0,,,,0,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Alcazar",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Aranda",,"Leopard seal",1,,0,0,1,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Ballena Norte",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Chungungo",,"Leopard seal",1,,0,0,1,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Copihue",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"El Plastico, Playa",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Larga",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Marko",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Media Luna",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Modulo",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Nibaldo",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Papua",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Pinochet de la Barra",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Roquerio",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Alcazar",,"Weddell seal",10,,3,2,,0,5,,0,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Aranda",,"Weddell seal",0,,0,0,,0,0,,0,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Ballena Norte",,"Weddell seal",0,,0,0,,0,0,,0,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Cerro Gajardo, Peninsula",,"Weddell seal",3,,0,1,,1,1,,0,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Chungungo",,"Weddell seal",0,,0,0,,0,0,,0,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Copihue",,"Weddell seal",0,,0,0,,0,0,,0,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"El Plastico, Playa",,"Weddell seal",0,,0,0,,0,0,,0,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Larga",,"Weddell seal",2,,1,0,,1,0,,0,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Marko",,"Weddell seal",2,,1,0,,0,1,,0,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Media Luna",,"Weddell seal",10,,1,1,,3,5,,0,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Modulo",,"Weddell seal",0,,0,0,,0,0,,0,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Papua",,"Weddell seal",1,,0,0,,0,1,,0,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Pinochet de la Barra",,"Weddell seal",2,,0,0,,0,2,,0,,,,,,,"2001/02-12",,"INACH",
"2001/02","2002-02-23","2002-02-23",FALSE,,"2002-02-23",,,"Roquerio",,"Weddell seal",0,,0,0,,0,0,,0,,,,,,,"2001/02-12",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Alcazar",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Aranda",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Ballena Norte",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Ballena Sur",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Cachorros",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Cerro Gajardo, Peninsula",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Chungungo",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Copihue",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Larga",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Maderas",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Marko",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Media Luna",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Modulo",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Paso Ancho",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Pinochet de la Barra",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Alcazar",,"Elephant seal",0,,0,0,,0,0,,0,,,,0,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Aranda",,"Elephant seal",0,,0,0,,0,0,,0,,,,0,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Ballena Norte",,"Elephant seal",0,,0,0,,0,0,,0,,,,0,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Ballena Sur",,"Elephant seal",0,,0,0,,0,0,,0,,,,0,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Cachorros",,"Elephant seal",0,,0,0,,0,0,,0,,,,0,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Cerro Gajardo, Peninsula",,"Elephant seal",0,,0,0,,0,0,,0,,,,0,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Chungungo",,"Elephant seal",0,,0,0,,0,0,,0,,,,0,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Copihue",,"Elephant seal",0,,0,0,,0,0,,0,,,,0,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Larga",,"Elephant seal",3,,0,0,,1,0,,0,,,,2,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Maderas",,"Elephant seal",0,,0,0,,0,0,,0,,,,0,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Marko",,"Elephant seal",2,,0,0,,0,0,,0,,,,2,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Media Luna",,"Elephant seal",14,,3,3,,0,0,,5,,,,3,,,"2002/03-1",,"INACH","pups: 3 females; 2 males2 unknowns"
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Modulo",,"Elephant seal",0,,0,0,,0,0,,0,,,,0,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Paso Ancho",,"Elephant seal",1,,1,0,,0,0,,0,,,,0,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Pinochet de la Barra",,"Elephant seal",0,,0,0,,0,0,,0,,,,0,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Alcazar",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Aranda",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Ballena Norte",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Ballena Sur",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Cachorros",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Chungungo",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Copihue",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Larga",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Maderas",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Marko",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Media Luna",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Modulo",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Nibaldo",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Paso Ancho",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Pinochet de la Barra",,"Leopard seal",0,,0,0,0,,,,,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Larga",,"Weddell seal",0,,0,0,,0,0,,0,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Marko",,"Weddell seal",0,,0,0,,0,0,,0,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Media Luna",,"Weddell seal",1,,0,1,,0,0,,0,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-07","2002-11-07",FALSE,,"2002-11-07",,,"Paso Ancho",,"Weddell seal",0,,0,0,,0,0,,0,,,,,,,"2002/03-1",,"INACH",
"2002/03","2002-11-10","2002-11-10",FALSE,,"2002-11-10",,,"Alcazar",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-2",,"INACH",
"2002/03","2002-11-10","2002-11-10",FALSE,,"2002-11-10",,,"Aranda",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-2",,"INACH",
"2002/03","2002-11-10","2002-11-10",FALSE,,"2002-11-10",,,"Ballena Norte",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-2",,"INACH",
"2002/03","2002-11-10","2002-11-10",FALSE,,"2002-11-10",,,"Ballena Sur",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-2",,"INACH",
"2002/03","2002-11-10","2002-11-10",FALSE,,"2002-11-10",,,"Cachorros",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-2",,"INACH",
"2002/03","2002-11-10","2002-11-10",FALSE,,"2002-11-10",,,"Cerro Gajardo, Peninsula",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-2",,"INACH",
"2002/03","2002-11-10","2002-11-10",FALSE,,"2002-11-10",,,"Chungungo",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-2",,"INACH",
"2002/03","2002-11-10","2002-11-10",FALSE,,"2002-11-10",,,"Copihue",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-2",,"INACH",
"2002/03","2002-11-10","2002-11-10",FALSE,,"2002-11-10",,,"Larga",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-2",,"INACH",
"2002/03","2002-11-10","2002-11-10",FALSE,,"2002-11-10",,,"Maderas",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-2",,"INACH",
"2002/03","2002-11-10","2002-11-10",FALSE,,"2002-11-10",,,"Marko",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-2",,"INACH",
"2002/03","2002-11-10","2002-11-10",FALSE,,"2002-11-10",,,"Media Luna",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-2",,"INACH",
"2002/03","2002-11-10","2002-11-10",FALSE,,"2002-11-10",,,"Modulo",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-2",,"INACH",
"2002/03","2002-11-10","2002-11-10",FALSE,,"2002-11-10",,,"Paso Ancho",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-2",,"INACH",
"2002/03","2002-11-10","2002-11-10",FALSE,,"2002-11-10",,,"Pinochet de la Barra",,"Crabeater seal",0,,0,0,,,,,,,,,,,,"2002/03-2",,"INACH",
"2002/03","2002-11-10","2002-11-10",FALSE,,"2002-11-10",,,"Alcazar",,"Elephant seal",0,,0,0,,0,0,,0,,,,0,,,"2002/03-2",,"INACH",
"2002/03","2002-11-10","2002-11-10",FALSE,,"2002-11-10",,,"Aranda",,"Elephant seal",0,,0,0,,0,0,,0,,,,0,,,"2002/03-2",,"INACH",
"2002/03","2002-11-10","2002-11-10",FALSE,,"2002-11-10",,,"Ballena Norte",,"Elephant seal",8,,3,2,,0,0,,2,,,,1,,,"2002/03-2",,"INACH","pups: 2 females; 0 males0 unknowns"
