count_id,event_id,location,species,species_common,total_count,ad_female_count,ad_male_count,ad_unk_count,juv_female_count,juv_male_count,juv_unk_count,pup_count,unk_female_count,unk_male_count,unk_unk_count
212-1-231413,212,Core census locations,Mirounga leonina,Southern elephant seal,330,4,0,,60,4,,6,,,256
212-1-231417,212,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,,,,,,,
212-1-195932,212,Core census locations,Leptonychotes weddellii,Weddell seal,24,3,0,2,9,10,0,0,,,
213-1-344008,213,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
213-1-231413,213,Core census locations,Mirounga leonina,Southern elephant seal,295,3,0,,54,8,,15,,,215
213-1-231417,213,Core census locations,Hydrurga leptonyx,Leopard seal,3,2,0,1,,,,,,,
213-1-195932,213,Core census locations,Leptonychotes weddellii,Weddell seal,31,5,1,1,13,11,0,0,,,
214-1-344008,214,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,1,,,,,,,,
214-1-231413,214,Core census locations,Mirounga leonina,Southern elephant seal,159,0,1,,35,5,,2,,,116
214-1-231417,214,Core census locations,Hydrurga leptonyx,Leopard seal,1,0,0,1,,,,,,,
214-1-195932,214,Core census locations,Leptonychotes weddellii,Weddell seal,14,2,0,0,6,6,0,0,,,
215-1-344008,215,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
215-1-231413,215,Core census locations,Mirounga leonina,Southern elephant seal,163,5,8,,8,38,,44,,,60
215-1-231417,215,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,,,,,,,
215-1-195932,215,Core census locations,Leptonychotes weddellii,Weddell seal,30,7,4,,10,9,,0,,,
216-1-344008,216,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
216-1-231413,216,Core census locations,Mirounga leonina,Southern elephant seal,207,2,4,,17,48,,55,,,81
216-1-231417,216,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,,,,,,,
216-1-195932,216,Core census locations,Leptonychotes weddellii,Weddell seal,17,6,5,,1,5,,0,,,
217-1-344008,217,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
217-1-231413,217,Core census locations,Mirounga leonina,Southern elephant seal,236,2,3,,14,66,,36,,,115
217-1-231417,217,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,,,,,,,
217-1-195932,217,Core census locations,Leptonychotes weddellii,Weddell seal,22,5,6,,5,4,,2,,,
218-1-344008,218,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
218-1-231413,218,Core census locations,Mirounga leonina,Southern elephant seal,280,1,1,,29,86,,29,,,134
218-1-231417,218,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,,,,,,,
218-1-195932,218,Core census locations,Leptonychotes weddellii,Weddell seal,38,16,17,,2,3,,0,,,
219-1-344008,219,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
219-1-231413,219,Core census locations,Mirounga leonina,Southern elephant seal,271,8,0,,26,85,,14,,,138
219-1-231417,219,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,,,,,,,
219-1-195932,219,Core census locations,Leptonychotes weddellii,Weddell seal,27,9,9,,2,6,,1,,,
220-1-344008,220,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,1,,,,,,,,
220-1-231413,220,Core census locations,Mirounga leonina,Southern elephant seal,245,3,3,,10,42,,10,,,177
220-1-231417,220,Core census locations,Hydrurga leptonyx,Leopard seal,3,0,0,3,,,,,,,
220-1-195932,220,Core census locations,Leptonychotes weddellii,Weddell seal,13,3,5,,3,2,,0,,,
221-1-344008,221,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
221-1-231413,221,Core census locations,Mirounga leonina,Southern elephant seal,268,4,0,,50,62,,6,,,146
221-1-231417,221,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,,,,,,,
221-1-195932,221,Core census locations,Leptonychotes weddellii,Weddell seal,7,1,1,,4,1,,0,,,
222-1-344008,222,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
222-1-231413,222,Core census locations,Mirounga leonina,Southern elephant seal,311,10,0,,74,33,,3,,,191
222-1-231417,222,Core census locations,Hydrurga leptonyx,Leopard seal,1,0,0,1,,,,,,,
222-1-195932,222,Core census locations,Leptonychotes weddellii,Weddell seal,16,6,5,,0,5,,0,,,
223-1-344008,223,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,1,,,,,,,,
223-1-231413,223,Core census locations,Mirounga leonina,Southern elephant seal,374,11,3,,36,21,,2,,,301
223-1-231417,223,Core census locations,Hydrurga leptonyx,Leopard seal,2,0,0,2,,,,,,,
223-1-195932,223,Core census locations,Leptonychotes weddellii,Weddell seal,13,4,4,,1,4,,0,,,
224-1-344008,224,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
224-1-231413,224,Core census locations,Mirounga leonina,Southern elephant seal,306,1,0,,113,14,,0,,,178
224-1-231417,224,Core census locations,Hydrurga leptonyx,Leopard seal,2,0,0,2,,,,,,,
224-1-195932,224,Core census locations,Leptonychotes weddellii,Weddell seal,9,3,1,,4,1,,0,,,
225-1-344008,225,Core census locations,Lobodon carcinophaga,Crabeater seal,1,1,0,,,,,,,,
225-1-231413,225,Core census locations,Mirounga leonina,Southern elephant seal,235,0,1,,73,16,,2,,,143
225-1-231417,225,Core census locations,Hydrurga leptonyx,Leopard seal,1,1,0,0,,,,,,,
225-1-195932,225,Core census locations,Leptonychotes weddellii,Weddell seal,6,2,1,,2,1,,0,,,
226-1-344008,226,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
226-1-231413,226,Core census locations,Mirounga leonina,Southern elephant seal,196,2,2,,62,7,,0,,,123
226-1-231417,226,Core census locations,Hydrurga leptonyx,Leopard seal,4,2,0,2,,,,,,,
226-1-195932,226,Core census locations,Leptonychotes weddellii,Weddell seal,19,8,4,,4,1,,2,,,
227-1-344008,227,Core census locations,Lobodon carcinophaga,Crabeater seal,1,1,0,,,,,,,,
227-1-231413,227,Core census locations,Mirounga leonina,Southern elephant seal,9,0,0,,1,0,,1,,,7
227-1-231417,227,Core census locations,Hydrurga leptonyx,Leopard seal,2,1,1,0,,,,,,,
227-1-195932,227,Core census locations,Leptonychotes weddellii,Weddell seal,2,0,1,,1,0,,0,,,
228-1-344008,228,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
228-1-231413,228,Core census locations,Mirounga leonina,Southern elephant seal,284,0,0,,12,65,,58,,,149
228-1-231417,228,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,,,,,,,
228-1-195932,228,Core census locations,Leptonychotes weddellii,Weddell seal,12,1,5,,2,3,,1,,,
229-1-344008,229,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
229-1-231413,229,Core census locations,Mirounga leonina,Southern elephant seal,288,0,0,,11,52,,56,,,169
229-1-231417,229,Core census locations,Hydrurga leptonyx,Leopard seal,1,0,0,1,,,,,,,
229-1-195932,229,Core census locations,Leptonychotes weddellii,Weddell seal,17,0,4,,6,5,,2,,,
230-1-344008,230,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
230-1-231413,230,Core census locations,Mirounga leonina,Southern elephant seal,235,1,0,,26,36,,13,,,159
230-1-231417,230,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,,,,,,,
230-1-195932,230,Core census locations,Leptonychotes weddellii,Weddell seal,22,3,0,,7,8,,4,,,
231-1-344008,231,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
231-1-231413,231,Core census locations,Mirounga leonina,Southern elephant seal,253,3,2,,34,57,,8,,,149
231-1-231417,231,Core census locations,Hydrurga leptonyx,Leopard seal,2,1,0,1,,,,,,,
231-1-195932,231,Core census locations,Leptonychotes weddellii,Weddell seal,23,1,5,,7,10,,0,,,
232-1-344008,232,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
232-1-231413,232,Core census locations,Mirounga leonina,Southern elephant seal,311,1,0,,28,34,,3,,,245
232-1-231417,232,Core census locations,Hydrurga leptonyx,Leopard seal,3,3,0,0,,,,,,,
232-1-195932,232,Core census locations,Leptonychotes weddellii,Weddell seal,28,9,4,,6,8,,1,,,
233-1-344008,233,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
233-1-231413,233,Core census locations,Mirounga leonina,Southern elephant seal,284,7,0,,73,56,,1,,,147
233-1-231417,233,Core census locations,Hydrurga leptonyx,Leopard seal,2,1,0,1,,,,,,,
233-1-195932,233,Core census locations,Leptonychotes weddellii,Weddell seal,25,5,1,,11,8,,0,,,
234-1-344008,234,Core census locations,Lobodon carcinophaga,Crabeater seal,2,0,2,,,,,,,,
234-1-231413,234,Core census locations,Mirounga leonina,Southern elephant seal,295,4,3,,100,23,,6,,,159
234-1-231417,234,Core census locations,Hydrurga leptonyx,Leopard seal,5,3,0,2,,,,,,,
234-1-195932,234,Core census locations,Leptonychotes weddellii,Weddell seal,30,6,5,,10,9,,0,,,
235-1-344008,235,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
235-1-231413,235,Core census locations,Mirounga leonina,Southern elephant seal,337,2,0,,88,30,,0,,,217
235-1-231417,235,Core census locations,Hydrurga leptonyx,Leopard seal,7,5,0,2,,,,,,,
235-1-195932,235,Core census locations,Leptonychotes weddellii,Weddell seal,52,6,4,,20,22,,0,,,
236-1-344008,236,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
236-1-231413,236,Core census locations,Mirounga leonina,Southern elephant seal,251,6,0,,72,16,,0,,,157
236-1-231417,236,Core census locations,Hydrurga leptonyx,Leopard seal,2,2,0,0,,,,,,,
236-1-195932,236,Core census locations,Leptonychotes weddellii,Weddell seal,37,6,3,,13,15,,0,,,
237-1-344008,237,Core census locations,Lobodon carcinophaga,Crabeater seal,2,1,1,,,,,,,,
237-1-231413,237,Core census locations,Mirounga leonina,Southern elephant seal,169,0,2,,77,5,,1,,,84
237-1-231417,237,Core census locations,Hydrurga leptonyx,Leopard seal,5,3,0,2,,,,,,,
237-1-195932,237,Core census locations,Leptonychotes weddellii,Weddell seal,30,7,8,,9,6,,0,,,
238-1-344008,238,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,1,,,,,,,,
238-1-231413,238,Core census locations,Mirounga leonina,Southern elephant seal,96,7,4,,50,2,,3,,,30
238-1-231417,238,Core census locations,Hydrurga leptonyx,Leopard seal,4,4,0,0,,,,,,,
238-1-195932,238,Core census locations,Leptonychotes weddellii,Weddell seal,17,1,2,,6,8,,0,,,
239-1-344008,239,Core census locations,Lobodon carcinophaga,Crabeater seal,1,1,0,,,,,,,,
239-1-231413,239,Core census locations,Mirounga leonina,Southern elephant seal,56,3,6,,24,5,,3,,,15
239-1-231417,239,Core census locations,Hydrurga leptonyx,Leopard seal,2,0,0,2,,,,,,,
239-1-195932,239,Core census locations,Leptonychotes weddellii,Weddell seal,30,6,4,,5,15,,0,,,
240-1-344008,240,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
240-1-231413,240,Core census locations,Mirounga leonina,Southern elephant seal,23,4,3,,1,0,,8,,,7
240-1-231417,240,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,,,,,,,
240-1-195932,240,Core census locations,Leptonychotes weddellii,Weddell seal,1,0,1,,0,0,,0,,,
241-1-344008,241,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
241-1-231413,241,Core census locations,Mirounga leonina,Southern elephant seal,17,3,3,,0,0,,9,,,2
241-1-231417,241,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,,,,,,,
241-1-195932,241,Core census locations,Leptonychotes weddellii,Weddell seal,0,0,0,,0,0,,0,,,
242-1-344008,242,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
242-1-231413,242,Core census locations,Mirounga leonina,Southern elephant seal,75,1,5,,3,10,,10,,,46
242-1-231417,242,Core census locations,Hydrurga leptonyx,Leopard seal,1,0,0,1,,,,,,,
242-1-195932,242,Core census locations,Leptonychotes weddellii,Weddell seal,9,2,5,,0,2,,0,,,
243-1-344008,243,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
243-1-231413,243,Core census locations,Mirounga leonina,Southern elephant seal,43,0,1,,0,20,,5,,,17
243-1-231417,243,Core census locations,Hydrurga leptonyx,Leopard seal,2,0,0,2,,,,,,,
243-1-195932,243,Core census locations,Leptonychotes weddellii,Weddell seal,21,5,8,,3,4,,1,,,
244-1-344008,244,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
244-1-231413,244,Core census locations,Mirounga leonina,Southern elephant seal,55,1,3,,0,19,,2,,,30
244-1-231417,244,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,,,,,,,
244-1-195932,244,Core census locations,Leptonychotes weddellii,Weddell seal,12,7,2,,0,3,,0,,,
245-1-344008,245,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
245-1-231413,245,Core census locations,Mirounga leonina,Southern elephant seal,42,2,3,,1,7,,2,,,27
245-1-231417,245,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,,,,,,,
245-1-195932,245,Core census locations,Leptonychotes weddellii,Weddell seal,4,1,3,,0,0,,0,,,
246-1-344008,246,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
246-1-231413,246,Core census locations,Mirounga leonina,Southern elephant seal,139,12,8,,19,24,,5,,,71
246-1-231417,246,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,,,,,,,
246-1-195932,246,Core census locations,Leptonychotes weddellii,Weddell seal,23,9,6,,6,2,,0,,,
247-1-344008,247,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
247-1-231413,247,Core census locations,Mirounga leonina,Southern elephant seal,184,21,11,,15,65,,3,,,69
247-1-231417,247,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,,,,,,,
247-1-195932,247,Core census locations,Leptonychotes weddellii,Weddell seal,25,8,11,,3,2,,1,,,
248-1-344008,248,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,1,,,,,,,,
248-1-231413,248,Core census locations,Mirounga leonina,Southern elephant seal,130,16,5,,13,28,,0,,,68
248-1-231417,248,Core census locations,Hydrurga leptonyx,Leopard seal,1,0,0,1,,,,,,,
248-1-195932,248,Core census locations,Leptonychotes weddellii,Weddell seal,8,2,5,,1,0,,0,,,
249-1-344008,249,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,,,,,,,
249-1-231413,249,Core census locations,Mirounga leonina,Southern elephant seal,185,46,3,,7,25,,1,,,103
249-1-231417,249,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,,,,,,,
249-1-195932,249,Core census locations,Leptonychotes weddellii,Weddell seal,11,4,6,,1,0,,0,,,
250-1-344008,250,Core census locations,Lobodon carcinophaga,Crabeater seal,2,0,1,,0,0,1,,,,
250-1-231413,250,Core census locations,Mirounga leonina,Southern elephant seal,248,25,10,,9,36,,1,,,167
250-1-231417,250,Core census locations,Hydrurga leptonyx,Leopard seal,1,1,0,0,0,0,0,,,,
250-1-195932,250,Core census locations,Leptonychotes weddellii,Weddell seal,23,7,6,1,3,4,0,2,,,
251-1-344008,251,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,0,,1,0,0,,,,
251-1-231413,251,Core census locations,Mirounga leonina,Southern elephant seal,260,33,12,,12,55,,0,,,148
251-1-231417,251,Core census locations,Hydrurga leptonyx,Leopard seal,1,0,0,1,0,0,0,,,,
251-1-195932,251,Core census locations,Leptonychotes weddellii,Weddell seal,44,19,14,6,1,0,0,4,,,
252-1-344008,252,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,0,,0,0,1,,,,
252-1-231413,252,Core census locations,Mirounga leonina,Southern elephant seal,249,59,5,,0,54,,0,,,131
252-1-231417,252,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,,,,
252-1-195932,252,Core census locations,Leptonychotes weddellii,Weddell seal,32,13,10,4,2,3,0,0,,,
253-1-344008,253,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,0,,1,0,0,,,,
253-1-231413,253,Core census locations,Mirounga leonina,Southern elephant seal,308,77,5,,10,15,,4,,,197
253-1-231417,253,Core census locations,Hydrurga leptonyx,Leopard seal,12,3,0,9,0,0,0,,,,
253-1-195932,253,Core census locations,Leptonychotes weddellii,Weddell seal,11,9,1,0,0,1,0,0,,,
254-1-344008,254,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
254-1-231413,254,Core census locations,Mirounga leonina,Southern elephant seal,283,111,7,,21,6,,0,,,138
254-1-231417,254,Core census locations,Hydrurga leptonyx,Leopard seal,8,3,0,5,0,0,0,,,,
254-1-195932,254,Core census locations,Leptonychotes weddellii,Weddell seal,28,11,4,0,4,5,0,4,,,
255-1-344008,255,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
255-1-231413,255,Core census locations,Mirounga leonina,Southern elephant seal,280,238,0,,23,10,,1,,,8
255-1-231417,255,Core census locations,Hydrurga leptonyx,Leopard seal,12,7,0,5,0,0,0,,,,
255-1-195932,255,Core census locations,Leptonychotes weddellii,Weddell seal,12,7,4,0,1,0,0,0,,,
256-1-344008,256,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
256-1-231413,256,Core census locations,Mirounga leonina,Southern elephant seal,153,97,0,,3,6,,1,,,46
256-1-231417,256,Core census locations,Hydrurga leptonyx,Leopard seal,2,1,0,1,0,0,0,,,,
256-1-195932,256,Core census locations,Leptonychotes weddellii,Weddell seal,7,2,2,0,2,1,0,0,,,
257-1-344008,257,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
257-1-231413,257,Core census locations,Mirounga leonina,Southern elephant seal,191,15,6,,25,4,,6,,,135
257-1-231417,257,Core census locations,Hydrurga leptonyx,Leopard seal,2,1,0,1,0,0,0,,,,
257-1-195932,257,Core census locations,Leptonychotes weddellii,Weddell seal,9,3,2,0,2,2,0,0,,,
258-1-344008,258,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
258-1-231413,258,Core census locations,Mirounga leonina,Southern elephant seal,117,17,0,,6,18,,6,,,70
258-1-231417,258,Core census locations,Hydrurga leptonyx,Leopard seal,1,0,0,1,0,0,0,,,,
258-1-195932,258,Core census locations,Leptonychotes weddellii,Weddell seal,18,1,4,0,4,8,0,1,,,
259-1-344008,259,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,0,,0,1,0,,,,
259-1-231413,259,Core census locations,Mirounga leonina,Southern elephant seal,92,2,0,,1,11,,19,,,59
259-1-231417,259,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,,,,
259-1-195932,259,Core census locations,Leptonychotes weddellii,Weddell seal,8,4,0,0,1,0,1,2,,,
260-1-344008,260,Core census locations,Lobodon carcinophaga,Crabeater seal,2,0,0,,0,2,0,,,,
260-1-231413,260,Core census locations,Mirounga leonina,Southern elephant seal,153,8,3,,8,14,,7,,,113
260-1-231417,260,Core census locations,Hydrurga leptonyx,Leopard seal,1,1,0,0,0,0,0,,,,
260-1-195932,260,Core census locations,Leptonychotes weddellii,Weddell seal,21,8,7,2,0,1,1,2,,,
261-1-344008,261,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
261-1-231413,261,Core census locations,Mirounga leonina,Southern elephant seal,184,12,0,,17,4,,3,,,148
261-1-231417,261,Core census locations,Hydrurga leptonyx,Leopard seal,1,1,0,0,0,0,0,,,,
261-1-195932,261,Core census locations,Leptonychotes weddellii,Weddell seal,11,2,4,0,3,1,0,1,,,
262-1-344008,262,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
262-1-231413,262,Core census locations,Mirounga leonina,Southern elephant seal,191,22,0,,53,15,,3,,,98
262-1-231417,262,Core census locations,Hydrurga leptonyx,Leopard seal,2,2,0,0,0,0,0,,,,
262-1-195932,262,Core census locations,Leptonychotes weddellii,Weddell seal,10,3,4,0,1,1,1,0,,,
263-1-344008,263,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
263-1-231413,263,Core census locations,Mirounga leonina,Southern elephant seal,255,38,0,,35,5,,0,,,177
263-1-231417,263,Core census locations,Hydrurga leptonyx,Leopard seal,4,3,0,1,0,0,0,,,,
263-1-195932,263,Core census locations,Leptonychotes weddellii,Weddell seal,9,2,5,0,1,1,0,0,,,
264-1-344008,264,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
264-1-231413,264,Core census locations,Mirounga leonina,Southern elephant seal,270,18,0,,56,2,,0,,,194
264-1-231417,264,Core census locations,Hydrurga leptonyx,Leopard seal,4,4,0,0,0,0,0,,,,
264-1-195932,264,Core census locations,Leptonychotes weddellii,Weddell seal,24,6,12,2,2,2,0,0,,,
265-1-344008,265,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
265-1-231413,265,Core census locations,Mirounga leonina,Southern elephant seal,227,96,0,,37,13,,1,,,80
265-1-231417,265,Core census locations,Hydrurga leptonyx,Leopard seal,11,7,0,2,1,0,1,,,,
265-1-195932,265,Core census locations,Leptonychotes weddellii,Weddell seal,11,1,3,2,2,3,0,0,,,
266-1-344008,266,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
266-1-231413,266,Core census locations,Mirounga leonina,Southern elephant seal,165,10,0,,41,8,,1,,,105
266-1-231417,266,Core census locations,Hydrurga leptonyx,Leopard seal,11,9,0,1,0,0,1,,,,
266-1-195932,266,Core census locations,Leptonychotes weddellii,Weddell seal,13,5,6,1,0,0,1,0,,,
267-1-344008,267,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,0,,0,1,0,,,,
267-1-231413,267,Core census locations,Mirounga leonina,Southern elephant seal,74,33,0,,15,8,,0,,,18
267-1-231417,267,Core census locations,Hydrurga leptonyx,Leopard seal,13,12,0,1,0,0,0,,,,
267-1-195932,267,Core census locations,Leptonychotes weddellii,Weddell seal,31,15,7,0,6,3,0,0,,,
268-1-344008,268,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
268-1-231413,268,Core census locations,Mirounga leonina,Southern elephant seal,56,2,1,,14,11,,0,,,28
268-1-231417,268,Core census locations,Hydrurga leptonyx,Leopard seal,8,7,0,0,0,0,1,,,,
268-1-195932,268,Core census locations,Leptonychotes weddellii,Weddell seal,20,4,10,3,0,0,3,0,,,
269-1-344008,269,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
269-1-231413,269,Core census locations,Mirounga leonina,Southern elephant seal,148,7,1,,5,8,,15,,,112
269-1-231417,269,Core census locations,Hydrurga leptonyx,Leopard seal,2,1,0,0,1,0,0,,,,
269-1-195932,269,Core census locations,Leptonychotes weddellii,Weddell seal,9,3,4,0,0,1,0,1,,,
270-1-344008,270,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
270-1-231413,270,Core census locations,Mirounga leonina,Southern elephant seal,11,1,0,,7,1,,0,,,2
270-1-231417,270,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,,,,
270-1-195932,270,Core census locations,Leptonychotes weddellii,Weddell seal,3,1,1,0,0,0,0,1,,,
271-1-344008,271,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
271-1-231413,271,Core census locations,Mirounga leonina,Southern elephant seal,177,105,0,,13,39,,0,,,20
271-1-231417,271,Core census locations,Hydrurga leptonyx,Leopard seal,6,3,0,3,0,0,0,,,,
271-1-195932,271,Core census locations,Leptonychotes weddellii,Weddell seal,19,2,8,0,4,4,0,1,,,
272-1-344008,272,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
272-1-231413,272,Core census locations,Mirounga leonina,Southern elephant seal,192,16,0,,28,7,,1,,,140
272-1-231417,272,Core census locations,Hydrurga leptonyx,Leopard seal,3,2,1,0,0,0,0,,,,
272-1-195932,272,Core census locations,Leptonychotes weddellii,Weddell seal,12,5,5,0,0,1,0,1,,,
273-1-344008,273,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
273-1-231413,273,Core census locations,Mirounga leonina,Southern elephant seal,194,141,0,,7,36,,1,,,9
273-1-231417,273,Core census locations,Hydrurga leptonyx,Leopard seal,2,2,0,0,0,0,0,,,,
273-1-195932,273,Core census locations,Leptonychotes weddellii,Weddell seal,19,4,8,0,4,3,0,0,,,
274-1-344008,274,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
274-1-231413,274,Core census locations,Mirounga leonina,Southern elephant seal,204,31,0,,26,13,,1,,,133
274-1-231417,274,Core census locations,Hydrurga leptonyx,Leopard seal,5,3,1,0,0,0,1,,,,
274-1-195932,274,Core census locations,Leptonychotes weddellii,Weddell seal,25,7,5,3,3,5,1,1,,,
275-1-344008,275,Core census locations,Lobodon carcinophaga,Crabeater seal,6,5,1,,0,0,0,,,,
275-1-231413,275,Core census locations,Mirounga leonina,Southern elephant seal,135,19,0,,16,6,,1,,,93
275-1-231417,275,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,,,,
275-1-195932,275,Core census locations,Leptonychotes weddellii,Weddell seal,18,5,4,1,3,3,1,1,,,
276-1-344008,276,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,1,,0,0,0,,,,
276-1-231413,276,Core census locations,Mirounga leonina,Southern elephant seal,92,16,2,,16,6,,7,,,45
276-1-231417,276,Core census locations,Hydrurga leptonyx,Leopard seal,5,4,0,1,0,0,0,,,,
276-1-195932,276,Core census locations,Leptonychotes weddellii,Weddell seal,3,2,0,0,0,1,0,0,,,
277-1-344008,277,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
277-1-231413,277,Core census locations,Mirounga leonina,Southern elephant seal,131,11,0,,17,29,,9,,,65
277-1-231417,277,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,,,,
277-1-195932,277,Core census locations,Leptonychotes weddellii,Weddell seal,21,4,7,3,0,1,2,4,,,
278-1-344008,278,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
278-1-231413,278,Core census locations,Mirounga leonina,Southern elephant seal,146,0,0,,17,72,,1,,,56
278-1-231417,278,Core census locations,Hydrurga leptonyx,Leopard seal,1,0,0,0,0,0,1,,,,
278-1-195932,278,Core census locations,Leptonychotes weddellii,Weddell seal,20,5,5,0,5,3,1,1,,,
279-1-344008,279,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
279-1-231413,279,Core census locations,Mirounga leonina,Southern elephant seal,161,1,1,,22,36,,0,,,101
279-1-231417,279,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,,,,
279-1-195932,279,Core census locations,Leptonychotes weddellii,Weddell seal,18,4,6,2,1,4,0,1,,,
280-1-344008,280,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,,0,0,0,,,,
280-1-231413,280,Core census locations,Mirounga leonina,Southern elephant seal,190,4,0,,25,43,,0,,,118
