count_id,event_id,location,species,species_common,total_count,ad_female_count,ad_male_count,ad_unk_count,juv_female_count,juv_male_count,juv_unk_count,pup_count,unk_female_count,unk_male_count,unk_unk_count
65-2-231413,65,Punta San Telmo,Mirounga leonina,Southern elephant seal,0,0,0,0,0,0,0,0,,,0
65-2-231417,65,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
65-2-195932,65,Punta San Telmo,Leptonychotes weddellii,Weddell seal,5,2,1,1,1,0,0,0,,,0
66-1-344008,66,Core census locations,Lobodon carcinophaga,Crabeater seal,2,0,0,0,0,2,0,0,,,0
66-1-231413,66,Core census locations,Mirounga leonina,Southern elephant seal,98,9,10,0,0,8,2,64,,,5
66-1-231417,66,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
66-1-195932,66,Core census locations,Leptonychotes weddellii,Weddell seal,15,4,3,6,0,2,0,0,,,0
66-2-344008,66,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,1,0,1,0,0,0,0,0,,,0
66-2-231413,66,Punta San Telmo,Mirounga leonina,Southern elephant seal,32,1,1,0,0,7,17,0,,,6
66-2-231417,66,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
66-2-195932,66,Punta San Telmo,Leptonychotes weddellii,Weddell seal,7,3,1,3,0,0,0,0,,,0
67-1-344008,67,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,0,1,0,0,0,0,,,0
67-1-231413,67,Core census locations,Mirounga leonina,Southern elephant seal,130,1,7,0,4,14,45,58,,,1
67-1-231417,67,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
67-1-195932,67,Core census locations,Leptonychotes weddellii,Weddell seal,18,9,2,2,3,2,0,0,,,0
67-2-344008,67,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,1,0,0,0,0,1,0,0,,,0
67-2-231413,67,Punta San Telmo,Mirounga leonina,Southern elephant seal,5,0,0,0,0,5,0,0,,,0
67-2-231417,67,Punta San Telmo,Hydrurga leptonyx,Leopard seal,1,0,0,0,0,0,1,0,,,0
67-2-195932,67,Punta San Telmo,Leptonychotes weddellii,Weddell seal,12,4,6,0,2,0,0,0,,,0
68-1-344008,68,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
68-1-231413,68,Core census locations,Mirounga leonina,Southern elephant seal,144,8,3,0,0,73,13,47,,,0
68-1-231417,68,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
68-1-195932,68,Core census locations,Leptonychotes weddellii,Weddell seal,13,5,2,3,0,0,1,2,,,0
68-2-344008,68,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
68-2-231413,68,Punta San Telmo,Mirounga leonina,Southern elephant seal,4,0,0,0,0,0,2,0,,,2
68-2-231417,68,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
68-2-195932,68,Punta San Telmo,Leptonychotes weddellii,Weddell seal,11,3,2,2,3,1,0,0,,,0
69-1-344008,69,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
69-1-231413,69,Core census locations,Mirounga leonina,Southern elephant seal,205,5,0,0,8,58,87,47,,,0
69-1-231417,69,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
69-1-195932,69,Core census locations,Leptonychotes weddellii,Weddell seal,21,5,3,1,6,5,1,0,,,0
69-2-344008,69,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
69-2-231413,69,Punta San Telmo,Mirounga leonina,Southern elephant seal,10,0,0,0,0,0,8,2,,,0
69-2-231417,69,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
69-2-195932,69,Punta San Telmo,Leptonychotes weddellii,Weddell seal,14,1,6,2,1,2,1,1,,,0
70-1-344008,70,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
70-1-231413,70,Core census locations,Mirounga leonina,Southern elephant seal,271,21,0,0,19,117,55,34,,,25
70-1-231417,70,Core census locations,Hydrurga leptonyx,Leopard seal,1,0,0,1,0,0,0,0,,,0
70-1-195932,70,Core census locations,Leptonychotes weddellii,Weddell seal,17,6,3,2,1,0,2,0,,,3
70-2-344008,70,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
70-2-231413,70,Punta San Telmo,Mirounga leonina,Southern elephant seal,15,0,0,0,0,0,15,0,,,0
70-2-231417,70,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
70-2-195932,70,Punta San Telmo,Leptonychotes weddellii,Weddell seal,7,3,3,0,1,0,0,0,,,0
71-1-344008,71,Core census locations,Lobodon carcinophaga,Crabeater seal,2,0,1,0,0,0,1,0,,,0
71-1-231413,71,Core census locations,Mirounga leonina,Southern elephant seal,280,6,0,0,14,41,182,16,,,21
71-1-231417,71,Core census locations,Hydrurga leptonyx,Leopard seal,2,2,0,0,0,0,0,0,,,0
71-1-195932,71,Core census locations,Leptonychotes weddellii,Weddell seal,11,5,2,1,1,1,1,0,,,0
71-2-344008,71,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
71-2-231413,71,Punta San Telmo,Mirounga leonina,Southern elephant seal,17,0,0,0,2,14,0,1,,,0
71-2-231417,71,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
71-2-195932,71,Punta San Telmo,Leptonychotes weddellii,Weddell seal,5,3,2,0,0,0,0,0,,,0
72-1-344008,72,Core census locations,Lobodon carcinophaga,Crabeater seal,4,0,0,0,0,3,1,0,,,0
72-1-231413,72,Core census locations,Mirounga leonina,Southern elephant seal,258,38,2,0,17,57,74,2,,,68
72-1-231417,72,Core census locations,Hydrurga leptonyx,Leopard seal,3,2,0,1,0,0,0,0,,,0
72-1-195932,72,Core census locations,Leptonychotes weddellii,Weddell seal,13,2,3,1,2,3,0,1,,,1
72-2-344008,72,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
72-2-231413,72,Punta San Telmo,Mirounga leonina,Southern elephant seal,9,0,0,0,1,1,7,0,,,0
72-2-231417,72,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
72-2-195932,72,Punta San Telmo,Leptonychotes weddellii,Weddell seal,4,0,1,2,1,0,0,0,,,0
73-1-344008,73,Core census locations,Lobodon carcinophaga,Crabeater seal,2,0,0,0,1,1,0,0,,,0
73-1-231413,73,Core census locations,Mirounga leonina,Southern elephant seal,278,108,0,0,22,75,47,0,,,26
73-1-231417,73,Core census locations,Hydrurga leptonyx,Leopard seal,5,4,0,0,1,0,0,0,,,0
73-1-195932,73,Core census locations,Leptonychotes weddellii,Weddell seal,18,3,9,2,3,1,0,0,,,0
73-2-344008,73,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
73-2-231413,73,Punta San Telmo,Mirounga leonina,Southern elephant seal,19,4,0,0,1,0,6,0,,,8
73-2-231417,73,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
73-2-195932,73,Punta San Telmo,Leptonychotes weddellii,Weddell seal,10,2,2,2,1,3,0,0,,,0
74-1-344008,74,Core census locations,Lobodon carcinophaga,Crabeater seal,2,0,0,0,1,1,0,0,,,0
74-1-231413,74,Core census locations,Mirounga leonina,Southern elephant seal,272,160,0,0,12,43,29,0,,,28
74-1-231417,74,Core census locations,Hydrurga leptonyx,Leopard seal,7,6,0,0,1,0,0,0,,,0
74-1-195932,74,Core census locations,Leptonychotes weddellii,Weddell seal,8,2,2,0,2,2,0,0,,,0
74-2-344008,74,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
74-2-231413,74,Punta San Telmo,Mirounga leonina,Southern elephant seal,19,1,0,0,3,0,9,0,,,6
74-2-231417,74,Punta San Telmo,Hydrurga leptonyx,Leopard seal,2,0,1,1,0,0,0,0,,,0
74-2-195932,74,Punta San Telmo,Leptonychotes weddellii,Weddell seal,2,0,1,0,0,1,0,0,,,0
75-1-344008,75,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
75-1-231413,75,Core census locations,Mirounga leonina,Southern elephant seal,297,207,0,0,14,21,17,0,,,38
75-1-231417,75,Core census locations,Hydrurga leptonyx,Leopard seal,9,9,0,0,0,0,0,0,,,0
75-1-195932,75,Core census locations,Leptonychotes weddellii,Weddell seal,10,3,4,0,2,1,0,0,,,0
75-2-344008,75,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
75-2-231413,75,Punta San Telmo,Mirounga leonina,Southern elephant seal,28,0,0,0,5,7,0,0,,,16
75-2-231417,75,Punta San Telmo,Hydrurga leptonyx,Leopard seal,4,2,2,0,0,0,0,0,,,0
75-2-195932,75,Punta San Telmo,Leptonychotes weddellii,Weddell seal,1,0,0,0,0,1,0,0,,,0
76-1-344008,76,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
76-1-231413,76,Core census locations,Mirounga leonina,Southern elephant seal,374,281,0,0,0,18,32,0,,,43
76-1-231417,76,Core census locations,Hydrurga leptonyx,Leopard seal,14,13,1,0,0,0,0,0,,,0
76-1-195932,76,Core census locations,Leptonychotes weddellii,Weddell seal,10,3,3,0,1,2,1,0,,,0
76-2-344008,76,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
76-2-231413,76,Punta San Telmo,Mirounga leonina,Southern elephant seal,34,5,0,0,0,2,27,0,,,0
76-2-231417,76,Punta San Telmo,Hydrurga leptonyx,Leopard seal,4,2,1,1,0,0,0,0,,,0
76-2-195932,76,Punta San Telmo,Leptonychotes weddellii,Weddell seal,3,0,2,1,0,0,0,0,,,0
77-1-344008,77,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
77-1-231413,77,Core census locations,Mirounga leonina,Southern elephant seal,316,216,1,0,9,17,32,0,,,41
77-1-231417,77,Core census locations,Hydrurga leptonyx,Leopard seal,10,7,0,1,2,0,0,0,,,0
77-1-195932,77,Core census locations,Leptonychotes weddellii,Weddell seal,5,1,2,0,0,2,0,0,,,0
77-2-344008,77,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
77-2-231413,77,Punta San Telmo,Mirounga leonina,Southern elephant seal,32,6,0,0,0,0,1,0,,,25
77-2-231417,77,Punta San Telmo,Hydrurga leptonyx,Leopard seal,2,2,0,0,0,0,0,0,,,0
77-2-195932,77,Punta San Telmo,Leptonychotes weddellii,Weddell seal,4,2,0,2,0,0,0,0,,,0
78-1-344008,78,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
78-1-231413,78,Core census locations,Mirounga leonina,Southern elephant seal,333,193,6,0,22,19,55,0,,,38
78-1-231417,78,Core census locations,Hydrurga leptonyx,Leopard seal,10,8,0,1,0,0,1,0,,,0
78-1-195932,78,Core census locations,Leptonychotes weddellii,Weddell seal,18,3,3,0,6,4,1,0,,,1
78-2-344008,78,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,5,1,0,1,0,1,2,0,,,0
78-2-231413,78,Punta San Telmo,Mirounga leonina,Southern elephant seal,39,9,1,0,5,2,7,0,,,15
78-2-231417,78,Punta San Telmo,Hydrurga leptonyx,Leopard seal,4,3,0,1,0,0,0,0,,,0
78-2-195932,78,Punta San Telmo,Leptonychotes weddellii,Weddell seal,9,2,1,2,2,1,1,0,,,0
79-1-344008,79,Core census locations,Lobodon carcinophaga,Crabeater seal,5,1,0,0,1,2,1,0,,,0
79-1-231413,79,Core census locations,Mirounga leonina,Southern elephant seal,201,29,6,0,42,9,56,0,,,59
79-1-231417,79,Core census locations,Hydrurga leptonyx,Leopard seal,10,5,0,1,2,0,0,0,,,2
79-1-195932,79,Core census locations,Leptonychotes weddellii,Weddell seal,6,2,2,0,1,0,0,0,,,1
79-2-344008,79,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,3,0,3,0,0,0,0,0,,,0
79-2-231413,79,Punta San Telmo,Mirounga leonina,Southern elephant seal,32,0,0,0,3,1,28,0,,,0
79-2-231417,79,Punta San Telmo,Hydrurga leptonyx,Leopard seal,4,4,0,0,0,0,0,0,,,0
79-2-195932,79,Punta San Telmo,Leptonychotes weddellii,Weddell seal,7,0,4,1,0,2,0,0,,,0
80-1-344008,80,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,0,0,1,0,0,0,,,0
80-1-231413,80,Core census locations,Mirounga leonina,Southern elephant seal,176,32,4,0,17,29,57,0,,,37
80-1-231417,80,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
80-1-195932,80,Core census locations,Leptonychotes weddellii,Weddell seal,11,1,3,0,2,4,1,0,,,0
80-2-344008,80,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
80-2-231413,80,Punta San Telmo,Mirounga leonina,Southern elephant seal,30,0,1,0,3,0,26,0,,,0
80-2-231417,80,Punta San Telmo,Hydrurga leptonyx,Leopard seal,2,2,0,0,0,0,0,0,,,0
80-2-195932,80,Punta San Telmo,Leptonychotes weddellii,Weddell seal,4,2,1,1,0,0,0,0,,,0
81-1-344008,81,Core census locations,Lobodon carcinophaga,Crabeater seal,1,0,0,0,1,0,0,0,,,0
81-1-231413,81,Core census locations,Mirounga leonina,Southern elephant seal,91,2,0,0,9,28,52,0,,,0
81-1-231417,81,Core census locations,Hydrurga leptonyx,Leopard seal,2,1,0,1,0,0,0,0,,,0
81-1-195932,81,Core census locations,Leptonychotes weddellii,Weddell seal,7,0,0,3,0,1,0,0,,,3
81-2-344008,81,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,1,0,1,0,0,0,0,0,,,0
81-2-231413,81,Punta San Telmo,Mirounga leonina,Southern elephant seal,26,7,1,0,1,3,4,0,,,10
81-2-231417,81,Punta San Telmo,Hydrurga leptonyx,Leopard seal,2,1,1,0,0,0,0,0,,,0
81-2-195932,81,Punta San Telmo,Leptonychotes weddellii,Weddell seal,0,0,0,0,0,0,0,0,,,0
82-1-344008,82,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
82-1-231413,82,Core census locations,Mirounga leonina,Southern elephant seal,95,0,0,0,9,39,47,0,,,0
82-1-231417,82,Core census locations,Hydrurga leptonyx,Leopard seal,10,8,0,0,2,0,0,0,,,0
82-1-195932,82,Core census locations,Leptonychotes weddellii,Weddell seal,7,0,1,0,2,4,0,0,,,0
82-2-344008,82,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
82-2-231413,82,Punta San Telmo,Mirounga leonina,Southern elephant seal,5,1,0,0,0,1,1,0,,,2
82-2-231417,82,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
82-2-195932,82,Punta San Telmo,Leptonychotes weddellii,Weddell seal,0,0,0,0,0,0,0,0,,,0
83-1-344008,83,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
83-1-231413,83,Core census locations,Mirounga leonina,Southern elephant seal,153,55,13,0,0,0,0,85,,,0
83-1-231417,83,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
83-1-195932,83,Core census locations,Leptonychotes weddellii,Weddell seal,13,5,3,1,2,0,0,2,,,0
83-2-344008,83,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
83-2-231413,83,Punta San Telmo,Mirounga leonina,Southern elephant seal,0,0,0,0,0,0,0,0,,,0
83-2-231417,83,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
83-2-195932,83,Punta San Telmo,Leptonychotes weddellii,Weddell seal,6,2,1,0,1,1,1,0,,,0
84-1-344008,84,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
84-1-231413,84,Core census locations,Mirounga leonina,Southern elephant seal,118,17,10,0,1,3,4,83,,,0
84-1-231417,84,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
84-1-195932,84,Core census locations,Leptonychotes weddellii,Weddell seal,29,5,7,0,7,4,3,2,,,1
84-2-344008,84,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
84-2-231413,84,Punta San Telmo,Mirounga leonina,Southern elephant seal,2,1,1,0,0,0,0,0,,,0
84-2-231417,84,Punta San Telmo,Hydrurga leptonyx,Leopard seal,1,1,0,0,0,0,0,0,,,0
84-2-195932,84,Punta San Telmo,Leptonychotes weddellii,Weddell seal,3,2,1,0,0,0,0,0,,,0
85-1-344008,85,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
85-1-231413,85,Core census locations,Mirounga leonina,Southern elephant seal,137,16,8,0,2,35,10,64,,,2
85-1-231417,85,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
85-1-195932,85,Core census locations,Leptonychotes weddellii,Weddell seal,44,11,13,6,7,3,1,2,,,1
85-2-344008,85,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
85-2-231413,85,Punta San Telmo,Mirounga leonina,Southern elephant seal,11,0,0,0,1,5,5,0,,,0
85-2-231417,85,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
85-2-195932,85,Punta San Telmo,Leptonychotes weddellii,Weddell seal,7,1,3,1,2,0,0,0,,,0
86-1-344008,86,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
86-1-231413,86,Core census locations,Mirounga leonina,Southern elephant seal,173,8,4,0,3,43,28,76,,,11
86-1-231417,86,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
86-1-195932,86,Core census locations,Leptonychotes weddellii,Weddell seal,22,6,6,3,5,1,1,0,,,0
86-2-344008,86,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
86-2-231413,86,Punta San Telmo,Mirounga leonina,Southern elephant seal,33,1,0,0,2,12,18,0,,,0
86-2-231417,86,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
86-2-195932,86,Punta San Telmo,Leptonychotes weddellii,Weddell seal,7,2,2,0,1,1,1,0,,,0
87-1-344008,87,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
87-1-231413,87,Core census locations,Mirounga leonina,Southern elephant seal,233,3,10,0,7,86,53,73,,,1
87-1-231417,87,Core census locations,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
87-1-195932,87,Core census locations,Leptonychotes weddellii,Weddell seal,43,12,10,8,8,4,1,0,,,0
87-2-344008,87,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
87-2-231413,87,Punta San Telmo,Mirounga leonina,Southern elephant seal,32,1,0,0,5,11,5,0,,,10
87-2-231417,87,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
87-2-195932,87,Punta San Telmo,Leptonychotes weddellii,Weddell seal,14,1,2,2,5,3,1,0,,,0
88-1-344008,88,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
88-1-231413,88,Core census locations,Mirounga leonina,Southern elephant seal,210,12,1,0,7,124,38,26,,,2
88-1-231417,88,Core census locations,Hydrurga leptonyx,Leopard seal,1,0,0,0,0,1,0,0,,,0
88-1-195932,88,Core census locations,Leptonychotes weddellii,Weddell seal,35,6,9,6,6,6,1,1,,,0
88-2-344008,88,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
88-2-231413,88,Punta San Telmo,Mirounga leonina,Southern elephant seal,42,2,0,0,9,15,16,0,,,0
88-2-231417,88,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
88-2-195932,88,Punta San Telmo,Leptonychotes weddellii,Weddell seal,8,4,1,1,1,1,0,0,,,0
89-1-344008,89,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
89-1-231413,89,Core census locations,Mirounga leonina,Southern elephant seal,190,4,0,0,3,36,53,18,,,76
89-1-231417,89,Core census locations,Hydrurga leptonyx,Leopard seal,3,2,0,0,0,0,1,0,,,0
89-1-195932,89,Core census locations,Leptonychotes weddellii,Weddell seal,19,5,4,3,5,2,0,0,,,0
89-2-344008,89,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
89-2-231413,89,Punta San Telmo,Mirounga leonina,Southern elephant seal,31,0,0,0,0,5,9,3,,,14
89-2-231417,89,Punta San Telmo,Hydrurga leptonyx,Leopard seal,0,0,0,0,0,0,0,0,,,0
89-2-195932,89,Punta San Telmo,Leptonychotes weddellii,Weddell seal,6,2,1,1,1,1,0,0,,,0
90-1-344008,90,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
90-1-231413,90,Core census locations,Mirounga leonina,Southern elephant seal,278,12,0,0,8,49,62,29,,,118
90-1-231417,90,Core census locations,Hydrurga leptonyx,Leopard seal,4,1,0,1,1,0,1,0,,,0
90-1-195932,90,Core census locations,Leptonychotes weddellii,Weddell seal,35,8,2,4,8,6,5,0,,,2
90-2-344008,90,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
90-2-231413,90,Punta San Telmo,Mirounga leonina,Southern elephant seal,30,1,0,0,6,4,15,0,,,4
90-2-231417,90,Punta San Telmo,Hydrurga leptonyx,Leopard seal,1,0,0,0,0,0,1,0,,,0
90-2-195932,90,Punta San Telmo,Leptonychotes weddellii,Weddell seal,18,6,1,3,3,0,5,0,,,0
91-1-344008,91,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
91-1-231413,91,Core census locations,Mirounga leonina,Southern elephant seal,235,11,0,0,16,80,26,16,,,86
91-1-231417,91,Core census locations,Hydrurga leptonyx,Leopard seal,6,4,1,1,0,0,0,0,,,0
91-1-195932,91,Core census locations,Leptonychotes weddellii,Weddell seal,24,5,2,6,6,3,2,0,,,0
91-2-344008,91,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
91-2-231413,91,Punta San Telmo,Mirounga leonina,Southern elephant seal,35,2,0,0,7,7,7,2,,,10
91-2-231417,91,Punta San Telmo,Hydrurga leptonyx,Leopard seal,1,1,0,0,0,0,0,0,,,0
91-2-195932,91,Punta San Telmo,Leptonychotes weddellii,Weddell seal,25,11,4,1,7,1,1,0,,,0
92-1-344008,92,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
92-1-231413,92,Core census locations,Mirounga leonina,Southern elephant seal,192,13,0,0,7,29,10,1,,,132
92-1-231417,92,Core census locations,Hydrurga leptonyx,Leopard seal,6,6,0,0,0,0,0,0,,,0
92-1-195932,92,Core census locations,Leptonychotes weddellii,Weddell seal,26,5,5,3,3,3,7,0,,,0
92-2-344008,92,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
92-2-231413,92,Punta San Telmo,Mirounga leonina,Southern elephant seal,29,6,0,0,1,2,6,0,,,14
92-2-231417,92,Punta San Telmo,Hydrurga leptonyx,Leopard seal,2,2,0,0,0,0,0,0,,,0
92-2-195932,92,Punta San Telmo,Leptonychotes weddellii,Weddell seal,16,8,0,5,2,1,0,0,,,0
93-1-344008,93,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
93-1-231413,93,Core census locations,Mirounga leonina,Southern elephant seal,224,15,2,0,7,11,10,0,,,179
93-1-231417,93,Core census locations,Hydrurga leptonyx,Leopard seal,9,9,0,0,0,0,0,0,,,0
93-1-195932,93,Core census locations,Leptonychotes weddellii,Weddell seal,9,2,3,0,1,1,2,0,,,0
93-2-344008,93,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
93-2-231413,93,Punta San Telmo,Mirounga leonina,Southern elephant seal,38,2,0,0,5,1,2,0,,,28
93-2-231417,93,Punta San Telmo,Hydrurga leptonyx,Leopard seal,2,2,0,0,0,0,0,0,,,0
93-2-195932,93,Punta San Telmo,Leptonychotes weddellii,Weddell seal,16,7,2,3,2,2,0,0,,,0
94-1-344008,94,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
94-1-231413,94,Core census locations,Mirounga leonina,Southern elephant seal,275,22,0,0,5,6,12,0,,,230
94-1-231417,94,Core census locations,Hydrurga leptonyx,Leopard seal,5,4,1,0,0,0,0,0,,,0
94-1-195932,94,Core census locations,Leptonychotes weddellii,Weddell seal,26,4,2,2,8,7,3,0,,,0
94-2-344008,94,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
94-2-231413,94,Punta San Telmo,Mirounga leonina,Southern elephant seal,63,5,0,0,2,1,4,0,,,51
94-2-231417,94,Punta San Telmo,Hydrurga leptonyx,Leopard seal,6,5,1,0,0,0,0,0,,,0
94-2-195932,94,Punta San Telmo,Leptonychotes weddellii,Weddell seal,6,1,1,3,0,0,1,0,,,0
95-1-344008,95,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
95-1-231413,95,Core census locations,Mirounga leonina,Southern elephant seal,322,42,0,0,4,12,35,0,,,229
95-1-231417,95,Core census locations,Hydrurga leptonyx,Leopard seal,10,5,0,4,1,0,0,0,,,0
95-1-195932,95,Core census locations,Leptonychotes weddellii,Weddell seal,30,4,6,2,5,6,7,0,,,0
95-2-344008,95,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
95-2-231413,95,Punta San Telmo,Mirounga leonina,Southern elephant seal,26,0,0,0,0,0,2,0,,,24
95-2-231417,95,Punta San Telmo,Hydrurga leptonyx,Leopard seal,6,2,0,4,0,0,0,0,,,0
95-2-195932,95,Punta San Telmo,Leptonychotes weddellii,Weddell seal,9,3,0,5,0,0,1,0,,,0
96-1-344008,96,Core census locations,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
96-1-231413,96,Core census locations,Mirounga leonina,Southern elephant seal,265,6,0,0,9,12,2,0,,,236
96-1-231417,96,Core census locations,Hydrurga leptonyx,Leopard seal,7,5,1,1,0,0,0,0,,,0
96-1-195932,96,Core census locations,Leptonychotes weddellii,Weddell seal,18,4,5,2,2,2,3,0,,,0
96-2-344008,96,Punta San Telmo,Lobodon carcinophaga,Crabeater seal,0,0,0,0,0,0,0,0,,,0
96-2-231413,96,Punta San Telmo,Mirounga leonina,Southern elephant seal,29,24,0,0,2,2,1,0,,,0
96-2-231417,96,Punta San Telmo,Hydrurga leptonyx,Leopard seal,6,5,1,0,0,0,0,0,,,0
