"season_name","census_date_start","census_date_end","surveyed_san_telmo","observer","census_date","time_start","time_end","location","location_group","species","total_count","total_count_nodead","ad_female_count","ad_male_count","ad_unk_count","juv_female_count","juv_male_count","juv_unk_count","pup_live_count","pup_dead_count","unk_female_count","unk_male_count","unk_unk_count","header_notes","census_notes","census_phocid_header_id","census_id"
"2012/13",2012-11-16,2012-11-16,TRUE,NA,2012-11-16,"13:10:00","16:00:00","Modulo South","Modulo","Weddell seal",1,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,"Male pup (weaned)",15,431
"2012/13",2012-11-16,2012-11-16,TRUE,NA,2012-11-16,"13:00:00","16:15:00","Pinochet de la Barra","Pinochet de la Barra","Weddell seal",1,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,15,365
"2012/13",2012-11-16,2012-11-16,TRUE,NA,2012-11-16,"13:00:00","16:15:00","San Telmo, Punta","San Telmo, Punta","Weddell seal",12,12,5,5,0,1,0,0,1,0,NA,NA,NA,NA,NA,15,364
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"11:00:00","14:30:00","Alcazar","Alcazar","Elephant seal",3,3,2,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,16,372
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"11:00:00","14:30:00","Bahamonde","Bahamonde","Elephant seal",4,4,3,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,16,370
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"11:00:00","14:30:00","Cachorros","Cachorros","Elephant seal",1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,16,375
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"11:00:00","14:30:00","Chungungo","Chungungo","Elephant seal",1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,16,368
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"11:05:00","13:25:00","Daniel","Daniel","Elephant seal",1,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,16,417
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"11:05:00","13:25:00","Larga","Larga","Elephant seal",13,13,0,0,0,0,10,0,3,0,NA,NA,NA,NA,NA,16,415
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"10:05:00","13:00:00","Maderas","Maderas","Elephant seal",5,5,0,0,0,3,2,0,0,0,NA,NA,NA,NA,NA,16,443
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"11:05:00","13:25:00","Marko","Marko","Elephant seal",16,16,0,0,0,1,13,1,1,0,NA,NA,NA,NA,NA,16,416
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"11:05:00","13:25:00","Media Luna","Media Luna","Elephant seal",68,68,2,3,0,0,50,3,10,0,NA,NA,NA,NA,NA,16,413
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"11:00:00","14:30:00","Roquerio","Roquerio","Elephant seal",1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,16,371
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"10:05:00","13:00:00","San Telmo, Punta","San Telmo, Punta","Elephant seal",38,38,2,2,0,2,25,5,2,0,NA,NA,NA,NA,NA,16,440
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"11:05:00","13:25:00","Yuseff, Punta","Yuseff, Punta","Elephant seal",3,3,0,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,16,414
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"10:05:00","13:00:00","San Telmo, Punta","San Telmo, Punta","Leopard seal",1,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,16,442
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"11:00:00","14:30:00","Alcazar","Alcazar","Weddell seal",5,5,2,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,16,373
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"11:00:00","14:30:00","Ballena Norte","Ballena Norte","Weddell seal",2,2,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,16,369
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"10:05:00","13:00:00","Copi","Copi","Weddell seal",1,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,16,445
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"11:05:00","13:25:00","Larga","Larga","Weddell seal",3,3,2,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,16,419
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"10:05:00","13:00:00","Maderas","Maderas","Weddell seal",1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,16,444
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"11:05:00","13:25:00","Marko","Marko","Weddell seal",6,6,0,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,16,422
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"11:05:00","13:25:00","Media Luna","Media Luna","Weddell seal",2,2,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,16,418
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"11:00:00","14:30:00","Papua","Papua","Weddell seal",5,5,2,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,16,374
"2012/13",2012-11-23,2012-11-23,TRUE,NA,2012-11-23,"10:05:00","13:00:00","San Telmo, Punta","San Telmo, Punta","Weddell seal",13,13,5,5,0,2,1,0,0,0,NA,NA,NA,NA,NA,16,441
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"13:00:00","16:00:00","Alcazar","Alcazar","Elephant seal",3,3,0,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,17,457
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"13:00:00","16:00:00","Bahamonde","Bahamonde","Elephant seal",4,4,0,0,0,0,2,1,1,0,NA,NA,NA,NA,NA,17,452
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"13:00:00","16:00:00","Ballena Norte","Ballena Norte","Elephant seal",4,4,0,0,0,3,0,1,0,0,NA,NA,NA,NA,NA,17,449
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"10:00:00","11:00:00","Cachorros","Cachorros","Elephant seal",1,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,17,463
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"10:00:00","11:00:00","Chungungo","Chungungo","Elephant seal",9,9,0,1,2,0,5,1,0,0,NA,NA,NA,NA,NA,17,462
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"12:30:00","15:00:00","Daniel","Daniel","Elephant seal",1,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,17,435
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"13:00:00","16:00:00","Hue","Hue","Elephant seal",2,2,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,17,447
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"13:00:00","16:00:00","La Caverna","La Caverna","Elephant seal",1,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,17,450
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"12:30:00","15:00:00","Larga","Larga","Elephant seal",22,22,0,0,0,3,15,1,3,0,NA,NA,NA,NA,NA,17,437
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"13:00:00","16:00:00","Maderas","Maderas","Elephant seal",4,4,2,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,17,446
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"12:30:00","15:00:00","Marko","Marko","Elephant seal",8,8,2,0,0,0,4,2,0,0,NA,NA,NA,NA,NA,17,436
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"12:30:00","15:00:00","Media Luna","Media Luna","Elephant seal",81,81,2,5,0,3,32,26,13,0,NA,NA,NA,NA,NA,17,438
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"12:30:00","15:00:00","Modulo South","Modulo","Elephant seal",8,8,0,0,0,1,3,4,0,0,NA,NA,NA,NA,NA,17,434
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"13:00:00","16:00:00","Pinochet de la Barra","Pinochet de la Barra","Elephant seal",1,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,17,460
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"13:00:00","16:00:00","Pocitas, Playa","Pocitas, Playa","Elephant seal",1,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,17,461
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"13:00:00","16:00:00","Roquerio","Roquerio","Elephant seal",1,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,17,455
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"13:30:00","16:30:00","San Telmo, Punta","San Telmo, Punta","Elephant seal",26,26,0,6,6,2,12,0,0,0,NA,NA,NA,NA,NA,17,465
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"13:00:00","16:00:00","Alcazar","Alcazar","Leopard seal",1,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,17,456
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"13:00:00","16:00:00","Alcazar","Alcazar","Weddell seal",8,8,2,5,0,0,0,0,1,0,NA,NA,NA,NA,NA,17,458
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"13:00:00","16:00:00","Bahamonde","Bahamonde","Weddell seal",1,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,17,453
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"13:00:00","16:00:00","Ballena Sur","Ballena Sur","Weddell seal",5,5,1,2,0,0,1,0,1,0,NA,NA,NA,NA,NA,17,448
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"11:30:00","15:00:00","Cachorros East","Cachorros","Weddell seal",1,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,17,12427
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"13:00:00","16:00:00","Chungungo","Chungungo","Weddell seal",1,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,17,451
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"12:30:00","15:00:00","Larga","Larga","Weddell seal",5,5,5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,17,439
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"13:30:00","16:30:00","Paulina-Aranda","Paulina-Aranda","Weddell seal",8,8,0,5,3,0,0,0,0,0,NA,NA,NA,NA,"Beach was Playa Paulina to Aranda",17,466
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"13:00:00","16:00:00","Pinochet de la Barra","Pinochet de la Barra","Weddell seal",5,5,2,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,17,459
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"13:00:00","16:00:00","Roquerio","Roquerio","Weddell seal",2,2,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,17,454
"2012/13",2012-11-30,2012-11-30,TRUE,NA,2012-11-30,"13:30:00","16:30:00","San Telmo, Punta","San Telmo, Punta","Weddell seal",11,11,2,3,3,0,2,1,0,0,NA,NA,NA,NA,NA,17,464
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"14:40:00","18:30:00","Alcazar","Alcazar","Elephant seal",3,3,0,0,0,1,0,2,0,0,NA,NA,NA,NA,NA,18,493
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"14:40:00","18:30:00","Bahamonde","Bahamonde","Elephant seal",10,10,0,0,0,1,2,4,3,0,NA,NA,NA,NA,NA,18,490
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"14:40:00","18:30:00","Ballena Norte","Ballena Norte","Elephant seal",8,8,1,0,0,3,3,1,0,0,NA,NA,NA,NA,NA,18,488
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"14:40:00","18:30:00","Cachorros","Cachorros","Elephant seal",1,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,18,484
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"14:40:00","18:30:00","Chungungo","Chungungo","Elephant seal",16,16,0,0,0,5,6,5,0,0,NA,NA,NA,NA,NA,18,485
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"10:30:00","12:30:00","Larga","Larga","Elephant seal",45,45,3,1,0,9,1,27,4,0,NA,NA,NA,NA,NA,18,478
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"14:40:00","18:30:00","Loberia","Loberia","Elephant seal",1,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,18,496
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"14:40:00","18:30:00","Maderas","Maderas","Elephant seal",4,4,1,0,0,0,2,0,1,0,NA,NA,NA,NA,NA,18,482
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"10:30:00","12:30:00","Marko","Marko","Elephant seal",5,5,0,0,0,1,1,3,0,0,NA,NA,NA,NA,"A2412 Orange Allflex both right & left with A44 clipped on his back.",18,477
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"10:30:00","12:30:00","Media Luna","Media Luna","Elephant seal",76,76,6,0,0,2,60,8,0,0,NA,NA,NA,NA,"no seals at punta yusef",18,479
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"10:30:00","12:30:00","Modulo South","Modulo","Elephant seal",2,2,1,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,18,476
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"14:00:00","18:30:00","Paulina-Aranda","Paulina-Aranda","Elephant seal",9,9,0,5,0,1,3,0,0,0,NA,NA,NA,NA,"Beach was Playa Paulina to Aranda",18,501
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"14:40:00","18:30:00","Pinochet de la Barra","Pinochet de la Barra","Elephant seal",6,6,1,0,0,1,4,0,0,0,NA,NA,NA,NA,NA,18,495
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"14:00:00","18:30:00","San Telmo, Punta","San Telmo, Punta","Elephant seal",71,71,4,23,8,0,30,4,2,0,NA,NA,NA,NA,NA,18,498
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"14:40:00","18:30:00","Alcazar","Alcazar","Weddell seal",4,4,2,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,18,492
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"14:40:00","18:30:00","Bahamonde","Bahamonde","Weddell seal",2,2,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,18,491
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"14:40:00","18:30:00","Ballena Norte","Ballena Norte","Weddell seal",1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,18,487
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"14:40:00","18:30:00","Ballena Sur","Ballena Sur","Weddell seal",1,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,18,486
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"10:30:00","12:30:00","Larga","Larga","Weddell seal",1,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,18,480
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"14:40:00","18:30:00","Maderas","Maderas","Weddell seal",1,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,18,483
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"10:30:00","12:30:00","Media Luna","Media Luna","Weddell seal",5,5,1,2,0,0,0,0,2,0,NA,NA,NA,NA,"The two pups are weaned and one was tagged this year with yellow jumbo roto 057.",18,481
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"14:40:00","18:30:00","Papua","Papua","Weddell seal",1,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,18,489
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"14:00:00","18:30:00","Paulina-Aranda","Paulina-Aranda","Weddell seal",5,5,2,3,0,0,0,0,0,0,NA,NA,NA,NA,"Beach was Playa Paulina to Aranda",18,500
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"14:40:00","18:30:00","Pinochet de la Barra","Pinochet de la Barra","Weddell seal",3,3,0,1,0,1,1,0,0,0,NA,NA,NA,NA,NA,18,494
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"14:00:00","18:30:00","San Telmo, Punta","San Telmo, Punta","Weddell seal",16,16,3,3,2,1,3,3,1,0,NA,NA,NA,NA,NA,18,499
"2012/13",2012-12-07,2012-12-07,TRUE,NA,2012-12-07,"14:40:00","18:30:00","Yamana, Playa","Yamana, Playa","Weddell seal",2,2,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,18,497
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"11:30:00","15:00:00","Alcazar","Alcazar","Elephant seal",1,1,0,0,0,NA,0,1,0,0,NA,NA,NA,NA,NA,19,609
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"11:30:00","15:00:00","Bahamonde","Bahamonde","Elephant seal",8,8,0,0,0,0,4,3,1,0,NA,NA,NA,NA,NA,19,606
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"11:30:00","15:00:00","Ballena Norte","Ballena Norte","Elephant seal",12,12,0,1,0,0,6,5,0,0,NA,NA,NA,NA,NA,19,505
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"11:30:00","15:00:00","Ballena Sur","Ballena Sur","Elephant seal",1,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,19,504
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"11:30:00","15:00:00","Chungungo","Chungungo","Elephant seal",12,12,0,0,5,2,4,1,0,0,NA,NA,NA,NA,NA,19,502
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"12:45:00","15:15:00","Hue","Hue","Elephant seal",1,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,19,515
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"09:45:00","11:45:00","Larga","Larga","Elephant seal",41,41,0,0,0,7,14,20,0,0,NA,NA,NA,NA,NA,19,510
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"12:45:00","15:15:00","Maderas","Maderas","Elephant seal",2,2,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,19,514
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"09:45:00","11:45:00","Marko","Marko","Elephant seal",1,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,19,508
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"09:45:00","11:45:00","Media Luna","Media Luna","Elephant seal",150,150,14,1,0,9,76,45,5,0,NA,NA,NA,NA,"388 White/Orange Roto",19,511
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"09:45:00","11:45:00","Modulo South","Modulo","Elephant seal",1,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,19,507
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"11:30:00","15:00:00","Papua","Papua","Elephant seal",1,1,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,19,611
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"12:45:00","15:15:00","Paulina-Aranda","Paulina-Aranda","Elephant seal",2,2,0,0,0,1,0,1,0,0,NA,NA,NA,NA,"Beach was Playa Paulina to Aranda",19,518
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"11:30:00","15:00:00","Roquerio","Roquerio","Elephant seal",2,2,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,19,607
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"12:45:00","15:15:00","San Telmo, Punta","San Telmo, Punta","Elephant seal",71,71,0,0,0,12,30,29,0,0,NA,NA,NA,NA,NA,19,516
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"11:30:00","15:00:00","Loberia","Loberia","Leopard seal",1,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,"Did not see a tag",19,612
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"12:45:00","15:15:00","Paulina-Aranda","Paulina-Aranda","Leopard seal",1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,"Beach was Playa Paulina to Aranda",19,520
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"11:30:00","15:00:00","Alcazar","Alcazar","Weddell seal",10,10,2,2,1,0,3,1,1,0,NA,NA,NA,NA,NA,19,608
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"11:30:00","15:00:00","Ballena Norte","Ballena Norte","Weddell seal",4,4,0,2,1,0,0,0,1,0,NA,NA,NA,NA,"Tag #036",19,506
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"11:30:00","15:00:00","Chungungo","Chungungo","Weddell seal",1,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,19,503
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"12:45:00","15:15:00","Maderas","Maderas","Weddell seal",1,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,19,513
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"09:45:00","11:45:00","Marko","Marko","Weddell seal",1,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,"Tagged 064 white/yellow Roto, RUO",19,509
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"09:45:00","11:45:00","Media Luna","Media Luna","Weddell seal",7,7,5,1,0,0,0,0,1,0,NA,NA,NA,NA,"047 white/yellow roto,",19,512
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"11:30:00","15:00:00","Papua","Papua","Weddell seal",1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,19,610
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"12:45:00","15:15:00","Paulina-Aranda","Paulina-Aranda","Weddell seal",2,2,0,2,0,0,0,0,0,0,NA,NA,NA,NA,"Beach was Playa Paulina to Aranda",19,519
"2012/13",2012-12-14,2012-12-14,TRUE,NA,2012-12-14,"12:45:00","15:15:00","San Telmo, Punta","San Telmo, Punta","Weddell seal",17,17,7,3,4,2,1,0,0,0,NA,NA,NA,NA,NA,19,517
"2012/13",2012-12-20,2012-12-21,TRUE,NA,2012-12-20,"17:30:00","19:00:00","Paulina-Aranda","Paulina-Aranda","Crabeater seal",2,2,0,1,1,0,0,0,0,0,NA,NA,NA,NA,"Beach was Playa Paulina to Aranda",20,857
"2012/13",2012-12-20,2012-12-21,TRUE,NA,2012-12-20,"17:30:00","19:00:00","Bahamonde","Bahamonde","Elephant seal",13,13,0,0,0,1,2,9,1,0,NA,NA,NA,NA,NA,20,774
"2012/13",2012-12-20,2012-12-21,TRUE,NA,2012-12-20,"11:00:00","14:00:00","Ballena Norte","Ballena Norte","Elephant seal",24,24,0,3,0,3,11,7,0,0,NA,NA,NA,NA,NA,20,860
"2012/13",2012-12-20,2012-12-21,TRUE,NA,2012-12-20,"11:00:00","14:00:00","Chungungo","Chungungo","Elephant seal",1,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,20,861
"2012/13",2012-12-20,2012-12-21,TRUE,NA,2012-12-20,"11:00:00","18:00:00","Copi South","Copi","Elephant seal",1,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,20,781
"2012/13",2012-12-20,2012-12-21,TRUE,NA,2012-12-20,"11:00:00","18:00:00","Hue West","Hue","Elephant seal",2,2,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,20,780
"2012/13",2012-12-20,2012-12-21,TRUE,NA,2012-12-20,"11:00:00","18:00:00","Loberia","Loberia","Elephant seal",2,2,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,20,778
"2012/13",2012-12-20,2012-12-21,TRUE,NA,2012-12-20,"11:00:00","18:00:00","Maderas","Maderas","Elephant seal",2,2,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,20,779
"2012/13",2012-12-20,2012-12-21,TRUE,NA,2012-12-20,"17:30:00","19:00:00","Pinochet de la Barra","Pinochet de la Barra","Elephant seal",1,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,20,854
"2012/13",2012-12-20,2012-12-21,TRUE,NA,2012-12-20,"17:30:00","19:00:00","Pocitas, Playa","Pocitas, Playa","Elephant seal",2,2,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,20,855
"2012/13",2012-12-20,2012-12-21,TRUE,NA,2012-12-20,"11:00:00","18:00:00","San Telmo, Punta","San Telmo, Punta","Elephant seal",63,63,0,0,0,6,37,18,2,0,NA,NA,NA,NA,NA,20,775
"2012/13",2012-12-20,2012-12-21,TRUE,NA,2012-12-20,"11:00:00","18:00:00","Paulina-Aranda","Paulina-Aranda","Leopard seal",2,2,1,0,1,0,0,0,0,0,NA,NA,NA,NA,"Beach was Playa Paulina to Aranda",20,776
"2012/13",2012-12-20,2012-12-21,TRUE,NA,2012-12-20,"17:30:00","19:00:00","Alcazar","Alcazar","Weddell seal",9,9,3,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,20,852
"2012/13",2012-12-20,2012-12-21,TRUE,NA,2012-12-20,"17:30:00","19:00:00","Bahamonde","Bahamonde","Weddell seal",1,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,20,773
"2012/13",2012-12-20,2012-12-21,TRUE,NA,2012-12-20,"11:00:00","14:00:00","Ballena Norte","Ballena Norte","Weddell seal",3,3,0,1,0,2,0,0,0,0,NA,NA,NA,NA,NA,20,859
"2012/13",2012-12-20,2012-12-21,TRUE,NA,2012-12-20,"11:00:00","14:00:00","Paulina-Aranda","Paulina-Aranda","Weddell seal",8,8,1,2,0,2,2,1,0,0,NA,NA,NA,NA,"Beach was Playa Paulina to Aranda",20,856
"2012/13",2012-12-20,2012-12-21,TRUE,NA,2012-12-20,"17:30:00","19:00:00","Pinochet de la Barra","Pinochet de la Barra","Weddell seal",4,4,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,20,853
"2012/13",2012-12-20,2012-12-21,TRUE,NA,2012-12-20,"17:30:00","19:00:00","Roquerio","Roquerio","Weddell seal",1,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,20,772
"2012/13",2012-12-20,2012-12-21,TRUE,NA,2012-12-20,"11:00:00","14:00:00","San Telmo, Punta","San Telmo, Punta","Weddell seal",9,9,0,0,3,1,2,1,2,0,NA,NA,NA,NA,NA,20,858
"2012/13",2012-12-20,2012-12-21,TRUE,NA,2012-12-20,"11:00:00","18:00:00","Yamana, Playa","Yamana, Playa","Weddell seal",1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,20,777
"2012/13",2012-12-20,2012-12-21,TRUE,NA,2012-12-21,"12:15:00","14:30:00","Larga","Larga","Elephant seal",36,36,3,0,0,7,22,3,1,0,NA,NA,NA,NA,"Beach was largo",20,805
