"season_name","census_date_start","census_date_end","surveyed_san_telmo","observer","census_date","time_start","time_end","location","location_group","species","total_count","total_count_nodead","ad_female_count","ad_male_count","ad_unk_count","juv_female_count","juv_male_count","juv_unk_count","pup_live_count","pup_dead_count","unk_female_count","unk_male_count","unk_unk_count","header_notes","census_notes","census_phocid_header_id","census_id"
"2009/10",2009-10-23,2009-10-24,TRUE,NA,2009-10-24,NA,NA,"Marko","Marko","Elephant seal",2,2,0,2,0,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB & RMB. Note that associated census records were assigned the census_date_end value because Excel files did not specify which counts were from which day",NA,149,11563
"2009/10",2009-10-23,2009-10-24,TRUE,NA,2009-10-24,NA,NA,"Media Luna","Media Luna","Elephant seal",41,41,20,4,0,0,0,0,17,NA,NA,NA,NA,"Imported from Excel files. Observers: RB & RMB. Note that associated census records were assigned the census_date_end value because Excel files did not specify which counts were from which day",NA,149,11562
"2009/10",2009-10-23,2009-10-24,TRUE,NA,2009-10-24,NA,NA,"Modulo North","Modulo","Elephant seal",1,1,0,1,0,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB & RMB. Note that associated census records were assigned the census_date_end value because Excel files did not specify which counts were from which day",NA,149,11564
"2009/10",2009-10-23,2009-10-24,TRUE,NA,2009-10-24,NA,NA,"Alcazar","Alcazar","Weddell seal",4,4,2,0,1,0,0,0,1,NA,NA,NA,NA,"Imported from Excel files. Observers: RB & RMB. Note that associated census records were assigned the census_date_end value because Excel files did not specify which counts were from which day",NA,149,11568
"2009/10",2009-10-23,2009-10-24,TRUE,NA,2009-10-24,NA,NA,"Ballena Norte","Ballena Norte","Weddell seal",1,1,0,1,0,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB & RMB. Note that associated census records were assigned the census_date_end value because Excel files did not specify which counts were from which day",NA,149,11567
"2009/10",2009-10-23,2009-10-24,TRUE,NA,2009-10-24,NA,NA,"Ballena Sur","Ballena Sur","Weddell seal",1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB & RMB. Note that associated census records were assigned the census_date_end value because Excel files did not specify which counts were from which day",NA,149,11566
"2009/10",2009-10-23,2009-10-24,TRUE,NA,2009-10-24,NA,NA,"Cachorros","Cachorros","Weddell seal",2,2,1,0,0,0,0,0,1,NA,NA,NA,NA,"Imported from Excel files. Observers: RB & RMB. Note that associated census records were assigned the census_date_end value because Excel files did not specify which counts were from which day",NA,149,11565
"2009/10",2009-11-01,2009-11-01,TRUE,NA,2009-11-01,NA,NA,"Maderas","Maderas","Crabeater seal",1,1,0,0,1,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,150,11578
"2009/10",2009-11-01,2009-11-01,TRUE,NA,2009-11-01,NA,NA,"Media Luna","Media Luna","Elephant seal",41,41,15,7,0,0,0,0,19,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,150,11569
"2009/10",2009-11-01,2009-11-01,TRUE,NA,2009-11-01,NA,NA,"Cachorros","Cachorros","Weddell seal",3,3,1,0,0,0,0,0,2,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,150,11573
"2009/10",2009-11-01,2009-11-01,TRUE,NA,2009-11-01,NA,NA,"Chungungo","Chungungo","Weddell seal",2,2,1,0,1,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,150,11574
"2009/10",2009-11-01,2009-11-01,TRUE,NA,2009-11-01,NA,NA,"Maderas","Maderas","Weddell seal",1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,150,11572
"2009/10",2009-11-01,2009-11-01,TRUE,NA,2009-11-01,NA,NA,"Marko","Marko","Weddell seal",6,6,4,1,0,0,0,0,1,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,150,11571
"2009/10",2009-11-01,2009-11-01,TRUE,NA,2009-11-01,NA,NA,"Media Luna","Media Luna","Weddell seal",2,2,1,1,0,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,150,11570
"2009/10",2009-11-01,2009-11-01,TRUE,NA,2009-11-01,NA,NA,"Nibaldo","Nibaldo","Weddell seal",2,2,1,0,1,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,150,11575
"2009/10",2009-11-01,2009-11-01,TRUE,NA,2009-11-01,NA,NA,"Paulina-Aranda","Paulina-Aranda","Weddell seal",1,1,0,0,1,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,150,11577
"2009/10",2009-11-01,2009-11-01,TRUE,NA,2009-11-01,NA,NA,"Roquerio","Roquerio","Weddell seal",2,2,2,0,0,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,150,11576
"2009/10",2009-11-08,2009-11-08,TRUE,NA,2009-11-08,NA,NA,"Ballena Sur","Ballena Sur","Elephant seal",1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,151,11580
"2009/10",2009-11-08,2009-11-08,TRUE,NA,2009-11-08,NA,NA,"Media Luna","Media Luna","Elephant seal",32,32,7,7,0,0,0,0,18,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,151,11579
"2009/10",2009-11-08,2009-11-08,TRUE,NA,2009-11-08,NA,NA,"Bahamonde","Bahamonde","Weddell seal",1,1,0,1,0,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,151,11585
"2009/10",2009-11-08,2009-11-08,TRUE,NA,2009-11-08,NA,NA,"Ballena Norte","Ballena Norte","Weddell seal",2,2,2,0,0,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,151,11584
"2009/10",2009-11-08,2009-11-08,TRUE,NA,2009-11-08,NA,NA,"Cachorros","Cachorros","Weddell seal",1,1,0,0,0,0,0,0,1,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,151,11583
"2009/10",2009-11-08,2009-11-08,TRUE,NA,2009-11-08,NA,NA,"Maderas","Maderas","Weddell seal",1,1,0,1,0,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,151,11582
"2009/10",2009-11-08,2009-11-08,TRUE,NA,2009-11-08,NA,NA,"Media Luna","Media Luna","Weddell seal",2,2,2,0,0,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,151,11581
"2009/10",2009-11-08,2009-11-08,TRUE,NA,2009-11-08,NA,NA,"Papua","Papua","Weddell seal",1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,151,11587
"2009/10",2009-11-08,2009-11-08,TRUE,NA,2009-11-08,NA,NA,"Pocitas, Playa","Pocitas, Playa","Weddell seal",2,2,1,0,0,0,0,0,1,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,151,11588
"2009/10",2009-11-08,2009-11-08,TRUE,NA,2009-11-08,NA,NA,"Roquerio","Roquerio","Weddell seal",2,2,1,0,0,0,1,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,151,11586
"2009/10",2009-11-14,2009-11-14,TRUE,NA,2009-11-14,NA,NA,"Media Luna","Media Luna","Crabeater seal",1,1,0,0,0,0,0,0,1,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,152,11609
"2009/10",2009-11-14,2009-11-14,TRUE,NA,2009-11-14,NA,NA,"Cachorros East","Cachorros","Elephant seal",1,1,0,0,1,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,152,11594
"2009/10",2009-11-14,2009-11-14,TRUE,NA,2009-11-14,NA,NA,"Chungungo","Chungungo","Elephant seal",1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,152,11595
"2009/10",2009-11-14,2009-11-14,TRUE,NA,2009-11-14,NA,NA,"Maderas","Maderas","Elephant seal",1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,152,11593
"2009/10",2009-11-14,2009-11-14,TRUE,NA,2009-11-14,NA,NA,"Marko","Marko","Elephant seal",1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,152,11591
"2009/10",2009-11-14,2009-11-14,TRUE,NA,2009-11-14,NA,NA,"Media Luna","Media Luna","Elephant seal",30,30,5,6,0,0,1,2,16,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,152,11589
"2009/10",2009-11-14,2009-11-14,TRUE,NA,2009-11-14,NA,NA,"Modulo North","Modulo","Elephant seal",2,2,0,0,0,0,2,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,152,11592
"2009/10",2009-11-14,2009-11-14,TRUE,NA,2009-11-14,NA,NA,"Roquerio","Roquerio","Elephant seal",2,2,0,0,0,1,0,1,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,152,11596
"2009/10",2009-11-14,2009-11-14,TRUE,NA,2009-11-14,NA,NA,"San Telmo, Punta","San Telmo, Punta","Elephant seal",3,3,0,1,0,1,1,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,152,11597
"2009/10",2009-11-14,2009-11-14,TRUE,NA,2009-11-14,NA,NA,"Yuseff, Punta","Yuseff, Punta","Elephant seal",14,14,0,1,0,0,7,6,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,152,11590
"2009/10",2009-11-14,2009-11-14,TRUE,NA,2009-11-14,NA,NA,"Alcazar","Alcazar","Weddell seal",1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,152,11605
"2009/10",2009-11-14,2009-11-14,TRUE,NA,2009-11-14,NA,NA,"Bahamonde","Bahamonde","Weddell seal",4,4,0,1,1,0,0,1,1,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,152,11604
"2009/10",2009-11-14,2009-11-14,TRUE,NA,2009-11-14,NA,NA,"Cachorros East","Cachorros","Weddell seal",1,1,0,1,0,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,152,11601
"2009/10",2009-11-14,2009-11-14,TRUE,NA,2009-11-14,NA,NA,"Cachorros","Cachorros","Weddell seal",1,1,0,0,0,0,0,0,1,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,152,11602
"2009/10",2009-11-14,2009-11-14,TRUE,NA,2009-11-14,NA,NA,"Chungungo","Chungungo","Weddell seal",1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,152,11603
"2009/10",2009-11-14,2009-11-14,TRUE,NA,2009-11-14,NA,NA,"Larga","Larga","Weddell seal",2,2,1,0,0,0,1,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,152,11599
"2009/10",2009-11-14,2009-11-14,TRUE,NA,2009-11-14,NA,NA,"Marko","Marko","Weddell seal",3,3,1,0,0,1,1,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,152,11600
"2009/10",2009-11-14,2009-11-14,TRUE,NA,2009-11-14,NA,NA,"Media Luna","Media Luna","Weddell seal",6,6,1,3,0,0,0,2,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,152,11598
"2009/10",2009-11-14,2009-11-14,TRUE,NA,2009-11-14,NA,NA,"Papua","Papua","Weddell seal",3,3,0,0,0,2,0,0,1,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,152,11607
"2009/10",2009-11-14,2009-11-14,TRUE,NA,2009-11-14,NA,NA,"Pinochet de la Barra","Pinochet de la Barra","Weddell seal",1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,152,11606
"2009/10",2009-11-14,2009-11-14,TRUE,NA,2009-11-14,NA,NA,"San Telmo, Punta","San Telmo, Punta","Weddell seal",13,13,9,4,0,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB",NA,152,11608
"2009/10",2009-11-21,2009-11-21,TRUE,"RMB",2009-11-21,"11:30:00","14:35:00","Alcazar","Alcazar","Elephant seal",1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, MG, RMB. Excel sheet had comments specifying who surveyed which beach",NA,153,11619
"2009/10",2009-11-21,2009-11-21,TRUE,"RMB",2009-11-21,"11:30:00","14:35:00","Angosta, Playa","Angosta, Playa","Elephant seal",1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, MG, RMB. Excel sheet had comments specifying who surveyed which beach",NA,153,11620
"2009/10",2009-11-21,2009-11-21,TRUE,"RMB",2009-11-21,"11:30:00","14:35:00","Bahamonde","Bahamonde","Elephant seal",1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, MG, RMB. Excel sheet had comments specifying who surveyed which beach",NA,153,11617
"2009/10",2009-11-21,2009-11-21,TRUE,"RB",2009-11-21,"11:30:00","14:30:00","Ballena Norte","Ballena Norte","Elephant seal",1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, MG, RMB. Excel sheet had comments specifying who surveyed which beach",NA,153,11616
"2009/10",2009-11-21,2009-11-21,TRUE,"RB",2009-11-21,"11:30:00","14:30:00","Chungungo","Chungungo","Elephant seal",3,3,0,0,0,1,2,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, MG, RMB. Excel sheet had comments specifying who surveyed which beach",NA,153,11615
"2009/10",2009-11-21,2009-11-21,TRUE,"RB",2009-11-21,"11:30:00","14:30:00","Copi","Copi","Elephant seal",1,1,0,0,0,0,0,1,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, MG, RMB. Excel sheet had comments specifying who surveyed which beach",NA,153,11613
"2009/10",2009-11-21,2009-11-21,TRUE,"RMB",2009-11-21,"11:30:00","14:35:00","Loberia","Loberia","Elephant seal",2,2,0,0,0,0,1,1,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, MG, RMB. Excel sheet had comments specifying who surveyed which beach",NA,153,11621
"2009/10",2009-11-21,2009-11-21,TRUE,"RB",2009-11-21,"11:30:00","14:30:00","Maderas","Maderas","Elephant seal",5,5,0,0,0,0,2,3,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, MG, RMB. Excel sheet had comments specifying who surveyed which beach",NA,153,11614
"2009/10",2009-11-21,2009-11-21,TRUE,"MEG",2009-11-21,"11:40:00","13:10:00","Marko","Marko","Elephant seal",22,22,0,0,0,0,22,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, MG, RMB. Excel sheet had comments specifying who surveyed which beach",NA,153,11612
"2009/10",2009-11-21,2009-11-21,TRUE,"MEG",2009-11-21,"11:40:00","13:10:00","Media Luna","Media Luna","Elephant seal",55,55,2,6,0,2,27,6,12,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, MG, RMB. Excel sheet had comments specifying who surveyed which beach",NA,153,11610
"2009/10",2009-11-21,2009-11-21,TRUE,"RMB",2009-11-21,"11:30:00","14:35:00","Nibaldo","Nibaldo","Elephant seal",1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, MG, RMB. Excel sheet had comments specifying who surveyed which beach",NA,153,11618
"2009/10",2009-11-21,2009-11-21,TRUE,"RB",2009-11-21,"11:30:00","14:30:00","San Telmo, Punta","San Telmo, Punta","Elephant seal",16,16,0,0,0,1,11,4,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, MG, RMB. Excel sheet had comments specifying who surveyed which beach",NA,153,11622
"2009/10",2009-11-21,2009-11-21,TRUE,"MEG",2009-11-21,"11:40:00","13:10:00","Yuseff, Punta","Yuseff, Punta","Elephant seal",11,11,0,0,0,0,11,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, MG, RMB. Excel sheet had comments specifying who surveyed which beach",NA,153,11611
"2009/10",2009-11-21,2009-11-21,TRUE,"RMB",2009-11-21,"11:30:00","14:35:00","Alcazar","Alcazar","Weddell seal",6,6,3,2,0,0,1,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, MG, RMB. Excel sheet had comments specifying who surveyed which beach",NA,153,11627
"2009/10",2009-11-21,2009-11-21,TRUE,"RMB",2009-11-21,"11:30:00","14:35:00","Bahamonde","Bahamonde","Weddell seal",1,1,0,1,0,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, MG, RMB. Excel sheet had comments specifying who surveyed which beach",NA,153,11626
"2009/10",2009-11-21,2009-11-21,TRUE,"RB",2009-11-21,"11:30:00","14:30:00","Chungungo","Chungungo","Weddell seal",2,2,0,1,0,0,1,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, MG, RMB. Excel sheet had comments specifying who surveyed which beach",NA,153,11625
"2009/10",2009-11-21,2009-11-21,TRUE,"MEG",2009-11-21,"11:40:00","13:10:00","Larga","Larga","Weddell seal",1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, MG, RMB. Excel sheet had comments specifying who surveyed which beach",NA,153,11624
"2009/10",2009-11-21,2009-11-21,TRUE,"MEG",2009-11-21,"11:40:00","13:10:00","Media Luna","Media Luna","Weddell seal",5,5,3,0,0,0,1,0,1,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, MG, RMB. Excel sheet had comments specifying who surveyed which beach",NA,153,11623
"2009/10",2009-11-21,2009-11-21,TRUE,"RMB",2009-11-21,"11:30:00","14:35:00","Pinochet de la Barra","Pinochet de la Barra","Weddell seal",2,2,2,0,0,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, MG, RMB. Excel sheet had comments specifying who surveyed which beach",NA,153,11628
"2009/10",2009-11-21,2009-11-21,TRUE,"RB",2009-11-21,"11:30:00","14:30:00","San Telmo, Punta","San Telmo, Punta","Weddell seal",8,8,4,1,0,2,1,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, MG, RMB. Excel sheet had comments specifying who surveyed which beach",NA,153,11629
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Bahamonde","Bahamonde","Elephant seal",2,2,0,0,0,0,2,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11641
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Ballena Norte","Ballena Norte","Elephant seal",5,5,0,0,0,1,4,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11640
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Cachorros East","Cachorros","Elephant seal",1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11637
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Cachorros","Cachorros","Elephant seal",2,2,0,0,0,0,2,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11638
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Chungungo","Chungungo","Elephant seal",4,4,1,0,1,0,2,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11639
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Larga","Larga","Elephant seal",5,5,0,0,0,0,5,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11632
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Maderas","Maderas","Elephant seal",5,5,0,0,0,0,5,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11636
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Marko","Marko","Elephant seal",29,29,0,0,0,0,27,1,1,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11633
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Media Luna","Media Luna","Elephant seal",73,73,3,3,0,0,51,6,10,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11630
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Modulo South","Modulo","Elephant seal",1,1,0,0,0,0,0,0,1,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11634
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Modulo North","Modulo","Elephant seal",3,3,0,0,0,1,2,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11635
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Nibaldo","Nibaldo","Elephant seal",1,1,0,0,0,0,1,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11642
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Pinochet de la Barra","Pinochet de la Barra","Elephant seal",3,3,0,0,0,0,1,2,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11643
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"San Telmo, Punta","San Telmo, Punta","Elephant seal",30,30,0,1,0,6,21,2,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11644
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Yuseff, Punta","Yuseff, Punta","Elephant seal",21,21,0,0,0,0,20,0,1,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11631
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Alcazar","Alcazar","Weddell seal",12,12,6,4,0,2,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11650
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Ballena Norte","Ballena Norte","Weddell seal",2,2,0,2,0,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11648
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Larga","Larga","Weddell seal",1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11646
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Loberia","Loberia","Weddell seal",1,1,0,1,0,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11652
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Maderas","Maderas","Weddell seal",2,2,0,0,0,1,1,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11647
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Media Luna","Media Luna","Weddell seal",1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11645
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Pinochet de la Barra","Pinochet de la Barra","Weddell seal",1,1,0,0,0,0,0,0,1,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11651
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"Roquerio","Roquerio","Weddell seal",1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11649
"2009/10",2009-11-28,2009-11-28,TRUE,NA,2009-11-28,NA,NA,"San Telmo, Punta","San Telmo, Punta","Weddell seal",13,13,7,5,0,0,1,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG",NA,154,11653
"2009/10",2009-12-05,2009-12-05,TRUE,NA,2009-12-05,NA,NA,"Alcazar","Alcazar","Elephant seal",1,1,0,0,0,0,0,1,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG & CB",NA,155,11666
"2009/10",2009-12-05,2009-12-05,TRUE,NA,2009-12-05,NA,NA,"Antartico, Playa","Antartico, Playa","Elephant seal",2,2,0,0,0,0,2,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG & CB",NA,155,11668
"2009/10",2009-12-05,2009-12-05,TRUE,NA,2009-12-05,NA,NA,"Bahamonde","Bahamonde","Elephant seal",6,6,1,0,0,0,2,3,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG & CB",NA,155,11665
"2009/10",2009-12-05,2009-12-05,TRUE,NA,2009-12-05,NA,NA,"Ballena Norte","Ballena Norte","Elephant seal",5,5,1,0,0,1,3,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG & CB",NA,155,11664
"2009/10",2009-12-05,2009-12-05,TRUE,NA,2009-12-05,NA,NA,"Cachorros","Cachorros","Elephant seal",1,1,0,0,0,0,0,1,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG & CB",NA,155,11662
"2009/10",2009-12-05,2009-12-05,TRUE,NA,2009-12-05,NA,NA,"Chungungo","Chungungo","Elephant seal",20,20,0,0,0,0,20,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG & CB",NA,155,11663
"2009/10",2009-12-05,2009-12-05,TRUE,NA,2009-12-05,NA,NA,"Copi","Copi","Elephant seal",1,1,0,0,0,0,0,0,1,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG & CB",NA,155,11661
"2009/10",2009-12-05,2009-12-05,TRUE,NA,2009-12-05,NA,NA,"Daniel","Daniel","Elephant seal",2,2,1,0,0,0,0,0,1,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG & CB",NA,155,11658
"2009/10",2009-12-05,2009-12-05,TRUE,NA,2009-12-05,NA,NA,"Hue West","Hue","Elephant seal",2,2,0,0,0,0,0,2,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG & CB",NA,155,11660
"2009/10",2009-12-05,2009-12-05,TRUE,NA,2009-12-05,NA,NA,"Larga","Larga","Elephant seal",2,2,0,0,0,0,0,2,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG & CB",NA,155,11656
"2009/10",2009-12-05,2009-12-05,TRUE,NA,2009-12-05,NA,NA,"Marko","Marko","Elephant seal",7,7,0,0,0,0,3,4,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG & CB",NA,155,11657
"2009/10",2009-12-05,2009-12-05,TRUE,NA,2009-12-05,NA,NA,"Media Luna","Media Luna","Elephant seal",93,93,2,2,0,4,31,43,11,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG & CB",NA,155,11654
"2009/10",2009-12-05,2009-12-05,TRUE,NA,2009-12-05,NA,NA,"Modulo Flats","Modulo","Elephant seal",2,2,0,0,0,1,1,0,0,NA,NA,NA,NA,"Imported from Excel files. Observers: RB, RMB, MG & CB",NA,155,11659
