"header_id","season_name","census_date_start","census_date_end","census_days","surveyed_san_telmo","header_notes","research_program","species","location","time_start","time_end","total_count","ad_female_count","ad_male_count","ad_unk_count","juv_female_count","juv_male_count","juv_unk_count","pup_live_count","pup_dead_count","unk_female_count","unk_male_count","unk_unk_count","census_notes","orig_record"
"1999/00-06","1999/00",2000-01-10,2000-01-10,1,FALSE,NA,"INACH","Weddell seal","Cape Shirreff core locations",NA,NA,14,1,4,0,6,3,0,0,0,0,0,0,NA,TRUE
"1999/00-07","1999/00",2000-01-18,2000-01-18,1,FALSE,NA,"INACH","Crabeater seal","Cape Shirreff core locations",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE
"1999/00-07","1999/00",2000-01-18,2000-01-18,1,FALSE,NA,"INACH","Elephant seal","Cape Shirreff core locations",NA,NA,300,1,0,0,64,31,0,1,0,0,0,203,"pups: 1 females, 0 males, 0 unknowns",TRUE
"1999/00-07","1999/00",2000-01-18,2000-01-18,1,FALSE,NA,"INACH","Leopard seal","Cape Shirreff core locations",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE
"1999/00-07","1999/00",2000-01-18,2000-01-18,1,FALSE,NA,"INACH","Weddell seal","Cape Shirreff core locations",NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,FALSE
"1999/00-08","1999/00",2000-01-24,2000-01-24,1,FALSE,NA,"INACH","Crabeater seal","Cape Shirreff core locations",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE
"1999/00-08","1999/00",2000-01-24,2000-01-24,1,FALSE,NA,"INACH","Elephant seal","Cape Shirreff core locations",NA,NA,327,0,0,0,62,9,0,193,0,0,0,63,"pups: 0 females, 1 males, 27 unknowns; pups: 0 females, 0 males, 1 unknowns; pups: 1 females, 1 males, 162 unknowns",TRUE
"1999/00-08","1999/00",2000-01-24,2000-01-24,1,FALSE,NA,"INACH","Leopard seal","Cape Shirreff core locations",NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,NA,TRUE
"1999/00-08","1999/00",2000-01-24,2000-01-24,1,FALSE,NA,"INACH","Weddell seal","Cape Shirreff core locations",NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,FALSE
"1999/00-09","1999/00",2000-01-31,2000-01-31,1,FALSE,NA,"INACH","Crabeater seal","Cape Shirreff core locations",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE
"1999/00-09","1999/00",2000-01-31,2000-01-31,1,FALSE,NA,"INACH","Elephant seal","Cape Shirreff core locations",NA,NA,330,4,0,0,60,4,0,6,0,0,0,256,"pups: 0 females, 0 males, 1 unknowns; pups: 1 females, 0 males, 0 unknowns; pups: 1 females, 2 males, 1 unknowns",TRUE
"1999/00-09","1999/00",2000-01-31,2000-01-31,1,FALSE,NA,"INACH","Leopard seal","Cape Shirreff core locations",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE
"1999/00-09","1999/00",2000-01-31,2000-01-31,1,FALSE,NA,"INACH","Weddell seal","Cape Shirreff core locations",NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,FALSE
"1999/00-10","1999/00",2000-02-07,2000-02-07,1,FALSE,NA,"INACH","Crabeater seal","Cape Shirreff core locations",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,TRUE
