"season_name","census_date","time_start","time_end","location","species","ad_female_count","ad_male_count","ad_unk_count","juv_female_count","juv_male_count","juv_unk_count","pup_live_count","pup_dead_count","unk_female_count","unk_male_count","unk_unk_count","census_notes","orig_record","header_id","total_count","total_count_nodead"
"2014/15",2015-02-06,"12:55:00","14:25:00","Paulina-Aranda","Leopard seal",10,0,1,0,0,0,0,0,,,0,"Beach was Playa Paulina to Aranda",TRUE,"59",11,11
"2014/15",2015-02-06,"12:55:00","14:25:00","Paulina-Aranda","Weddell seal",1,0,1,0,0,0,0,0,,,0,"Beach was Playa Paulina to Aranda",TRUE,"59",2,2
"2014/15",2015-02-06,"15:10:00","15:40:00","Pinochet de la Barra","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"59",0,0
"2014/15",2015-02-06,"15:10:00","15:40:00","Pinochet de la Barra","Elephant seal",0,0,0,0,0,0,0,0,,,11,"Beach was Colony 23",TRUE,"59",11,11
"2014/15",2015-02-06,"15:10:00","15:40:00","Pinochet de la Barra","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"59",0,0
"2014/15",2015-02-06,"15:10:00","15:40:00","Pinochet de la Barra","Weddell seal",0,0,0,0,1,0,0,0,,,0,,TRUE,"59",1,1
"2014/15",2015-02-06,"15:00:00","15:20:00","Roquerio","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"59",0,0
"2014/15",2015-02-06,"15:00:00","15:20:00","Roquerio","Elephant seal",0,0,0,0,1,0,0,0,,,0,,TRUE,"59",1,1
"2014/15",2015-02-06,"15:00:00","15:20:00","Roquerio","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"59",0,0
"2014/15",2015-02-06,"15:00:00","15:20:00","Roquerio","Weddell seal",0,1,0,0,0,0,0,0,,,0,,TRUE,"59",1,1
"2014/15",2015-02-06,"14:15:00","15:04:00","San Telmo, Punta","Crabeater seal",0,1,1,0,0,0,0,0,,,0,,TRUE,"59",2,2
"2014/15",2015-02-06,"14:15:00","15:04:00","San Telmo, Punta","Elephant seal",12,0,0,0,0,0,0,0,,,15,,TRUE,"59",27,27
"2014/15",2015-02-06,"14:15:00","15:04:00","San Telmo, Punta","Leopard seal",6,1,0,0,0,0,0,0,,,0,,TRUE,"59",7,7
"2014/15",2015-02-06,"14:15:00","15:04:00","San Telmo, Punta","Weddell seal",2,0,9,2,0,1,0,0,,,0,,TRUE,"59",14,14
"2014/15",2015-02-06,"12:55:00","14:25:00","Yamana, Playa","Crabeater seal",0,1,0,0,0,0,0,0,,,0,,TRUE,"59",1,1
"2014/15",2015-02-06,"12:55:00","14:25:00","Yamana, Playa","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"59",0,0
"2014/15",2015-02-06,"12:55:00","14:25:00","Yamana, Playa","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"59",0,0
"2014/15",2015-02-06,"12:55:00","14:25:00","Yamana, Playa","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"59",0,0
"2014/15",2015-02-06,"12:00:00","14:00:00","Yuseff, Punta","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"59",0,0
"2014/15",2015-02-06,"12:00:00","14:00:00","Yuseff, Punta","Elephant seal",6,4,0,0,0,0,0,0,,,76,,TRUE,"59",86,86
"2014/15",2015-02-06,"12:00:00","14:00:00","Yuseff, Punta","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"59",0,0
"2014/15",2015-02-06,"12:00:00","14:00:00","Yuseff, Punta","Weddell seal",0,0,0,1,0,1,0,0,,,0,,TRUE,"59",2,2
"2014/15",2015-02-13,"15:30:00","16:00:00","Alcazar","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"15:30:00","16:00:00","Alcazar","Elephant seal",0,0,0,1,0,0,0,0,,,1,,TRUE,"60",2,2
"2014/15",2015-02-13,"15:30:00","16:00:00","Alcazar","Leopard seal",0,1,0,0,0,0,0,0,,,0,,TRUE,"60",1,1
"2014/15",2015-02-13,"15:30:00","16:00:00","Alcazar","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Antartico, Playa","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Antartico, Playa","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Antartico, Playa","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Antartico, Playa","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"16:00:00","16:20:00","Bahamonde","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"16:00:00","16:20:00","Bahamonde","Elephant seal",0,0,0,0,2,1,0,0,,,0,,TRUE,"60",3,3
"2014/15",2015-02-13,"16:00:00","16:20:00","Bahamonde","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"16:00:00","16:20:00","Bahamonde","Weddell seal",1,2,0,0,0,0,0,0,,,0,,TRUE,"60",3,3
"2014/15",2015-02-13,"10:40:00","16:20:00","Ballena Norte","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Ballena Norte","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Ballena Norte","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Ballena Norte","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:45:00","10:55:00","Ballena Sur","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:45:00","10:55:00","Ballena Sur","Elephant seal",3,0,0,0,0,0,0,0,,,11,,TRUE,"60",14,14
"2014/15",2015-02-13,"10:45:00","10:55:00","Ballena Sur","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:45:00","10:55:00","Ballena Sur","Weddell seal",1,2,2,0,0,0,0,0,,,0,,TRUE,"60",5,5
"2014/15",2015-02-13,"10:40:00","11:45:00","Cachorros","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","11:45:00","Cachorros","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","11:45:00","Cachorros","Leopard seal",1,0,0,0,0,0,0,0,,,0,,TRUE,"60",1,1
"2014/15",2015-02-13,"10:40:00","11:45:00","Cachorros","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"11:05:00","13:45:00","Chungungo","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"11:05:00","13:45:00","Chungungo","Elephant seal",0,0,0,0,1,2,0,0,,,0,,TRUE,"60",3,3
"2014/15",2015-02-13,"11:05:00","13:45:00","Chungungo","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"11:05:00","13:45:00","Chungungo","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Copi","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Copi","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Copi","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Copi","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Daniel","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Daniel","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Daniel","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Daniel","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Golondrina-del Lobero","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Golondrina-del Lobero","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Golondrina-del Lobero","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Golondrina-del Lobero","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","11:45:00","Hue","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","11:45:00","Hue","Elephant seal",0,0,0,0,1,0,0,0,,,0,,TRUE,"60",1,1
"2014/15",2015-02-13,"10:40:00","11:45:00","Hue","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","11:45:00","Hue","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"11:40:00","13:20:00","Larga","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"11:40:00","13:20:00","Larga","Elephant seal",5,0,0,0,1,0,0,0,,,7,,TRUE,"60",13,13
"2014/15",2015-02-13,"11:40:00","13:20:00","Larga","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"11:40:00","13:20:00","Larga","Weddell seal",0,0,0,0,0,1,0,0,,,0,,TRUE,"60",1,1
"2014/15",2015-02-13,"11:05:00","13:45:00","Loberia","Crabeater seal",0,0,0,1,0,0,0,0,,,0,,TRUE,"60",1,1
"2014/15",2015-02-13,"11:05:00","13:45:00","Loberia","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"11:05:00","13:45:00","Loberia","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"11:05:00","13:45:00","Loberia","Weddell seal",0,0,0,0,1,0,0,0,,,0,,TRUE,"60",1,1
"2014/15",2015-02-13,"10:40:00","11:45:00","Maderas","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","11:45:00","Maderas","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","11:45:00","Maderas","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","11:45:00","Maderas","Weddell seal",0,1,0,0,0,0,0,0,,,0,,TRUE,"60",1,1
"2014/15",2015-02-13,"11:40:00","13:20:00","Marko","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"11:40:00","13:20:00","Marko","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"11:40:00","13:20:00","Marko","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"11:40:00","13:20:00","Marko","Weddell seal",0,0,0,1,0,0,0,0,,,0,,TRUE,"60",1,1
"2014/15",2015-02-13,"12:45:00","13:09:00","Media Luna","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"12:45:00","13:09:00","Media Luna","Elephant seal",31,0,15,0,1,1,0,0,,,0,,TRUE,"60",48,48
"2014/15",2015-02-13,"12:45:00","13:09:00","Media Luna","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"12:45:00","13:09:00","Media Luna","Weddell seal",2,1,0,0,1,0,0,0,,,0,,TRUE,"60",4,4
"2014/15",2015-02-13,"10:40:00","11:45:00","Modulo","Crabeater seal",0,0,1,0,0,0,0,0,,,0,,TRUE,"60",1,1
"2014/15",2015-02-13,"10:40:00","11:45:00","Modulo","Elephant seal",0,0,0,1,0,0,0,0,,,0,,TRUE,"60",1,1
"2014/15",2015-02-13,"10:40:00","11:45:00","Modulo","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","11:45:00","Modulo","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"16:00:00","16:20:00","Nibaldo","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"16:00:00","16:20:00","Nibaldo","Elephant seal",0,0,0,0,3,1,0,0,,,0,,TRUE,"60",4,4
"2014/15",2015-02-13,"16:00:00","16:20:00","Nibaldo","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"16:00:00","16:20:00","Nibaldo","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"15:30:00","16:00:00","Papua","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"15:30:00","16:00:00","Papua","Elephant seal",1,0,0,3,1,3,0,0,,,0,,TRUE,"60",8,8
"2014/15",2015-02-13,"15:30:00","16:00:00","Papua","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"15:30:00","16:00:00","Papua","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"11:05:00","13:45:00","Paulina-Aranda","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"11:05:00","13:45:00","Paulina-Aranda","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"11:05:00","13:45:00","Paulina-Aranda","Leopard seal",3,0,0,0,0,0,0,0,,,0,"Beach was Playa Paulina to Aranda",TRUE,"60",3,3
"2014/15",2015-02-13,"11:05:00","13:45:00","Paulina-Aranda","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"15:30:00","16:00:00","Pinochet de la Barra","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"15:30:00","16:00:00","Pinochet de la Barra","Elephant seal",0,0,0,0,2,0,0,0,,,12,"Beach was Col 23 for 7 unk unk eseals - records combined by SMW",TRUE,"60",14,14
"2014/15",2015-02-13,"15:30:00","16:00:00","Pinochet de la Barra","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"15:30:00","16:00:00","Pinochet de la Barra","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Roquerio","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Roquerio","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Roquerio","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Roquerio","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"13:19:00","14:50:00","San Telmo, Punta","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"13:19:00","14:50:00","San Telmo, Punta","Elephant seal",15,0,8,0,2,1,0,0,,,0,,TRUE,"60",26,26
"2014/15",2015-02-13,"13:19:00","14:50:00","San Telmo, Punta","Leopard seal",5,0,0,0,0,0,0,0,,,0,,TRUE,"60",5,5
"2014/15",2015-02-13,"13:19:00","14:50:00","San Telmo, Punta","Weddell seal",0,0,6,0,0,0,0,0,,,0,,TRUE,"60",6,6
"2014/15",2015-02-13,"10:40:00","16:20:00","Yamana, Playa","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Yamana, Playa","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Yamana, Playa","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"10:40:00","16:20:00","Yamana, Playa","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"11:40:00","13:20:00","Yuseff, Punta","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"11:40:00","13:20:00","Yuseff, Punta","Elephant seal",0,4,0,0,5,0,0,0,,,76,,TRUE,"60",85,85
"2014/15",2015-02-13,"11:40:00","13:20:00","Yuseff, Punta","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"60",0,0
"2014/15",2015-02-13,"11:40:00","13:20:00","Yuseff, Punta","Weddell seal",0,0,1,0,0,0,0,0,,,0,,TRUE,"60",1,1
"2014/15",2015-02-20,"10:50:00","14:27:00","Alcazar","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Alcazar","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Alcazar","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Alcazar","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Antartico, Playa","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Antartico, Playa","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Antartico, Playa","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Antartico, Playa","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"13:35:00","13:55:00","Bahamonde","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"13:35:00","13:55:00","Bahamonde","Elephant seal",0,0,0,1,0,3,0,0,,,0,,TRUE,"61",4,4
"2014/15",2015-02-20,"13:35:00","13:55:00","Bahamonde","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"13:35:00","13:55:00","Bahamonde","Weddell seal",0,0,1,0,0,1,0,0,,,0,,TRUE,"61",2,2
"2014/15",2015-02-20,"13:58:00","14:27:00","Ballena Norte","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"13:58:00","14:27:00","Ballena Norte","Elephant seal",0,0,0,1,0,0,0,0,,,0,,TRUE,"61",1,1
"2014/15",2015-02-20,"13:58:00","14:27:00","Ballena Norte","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"13:58:00","14:27:00","Ballena Norte","Weddell seal",0,1,0,0,0,0,1,0,,,0,,TRUE,"61",2,2
"2014/15",2015-02-20,"13:58:00","14:27:00","Ballena Sur","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"13:58:00","14:27:00","Ballena Sur","Elephant seal",0,0,0,0,0,2,0,0,,,0,,TRUE,"61",2,2
"2014/15",2015-02-20,"13:58:00","14:27:00","Ballena Sur","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"13:58:00","14:27:00","Ballena Sur","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Cachorros","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Cachorros","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Cachorros","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Cachorros","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Chungungo","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Chungungo","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Chungungo","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Chungungo","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Copi","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Copi","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Copi","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Copi","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"13:00:00","14:20:00","Daniel","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"13:00:00","14:20:00","Daniel","Elephant seal",0,0,0,0,1,0,0,0,,,0,,TRUE,"61",1,1
"2014/15",2015-02-20,"13:00:00","14:20:00","Daniel","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"13:00:00","14:20:00","Daniel","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Golondrina-del Lobero","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Golondrina-del Lobero","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Golondrina-del Lobero","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Golondrina-del Lobero","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Hue","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Hue","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Hue","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Hue","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"13:00:00","14:20:00","Larga","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"13:00:00","14:20:00","Larga","Elephant seal",0,0,0,0,1,0,0,0,,,8,,TRUE,"61",9,9
"2014/15",2015-02-20,"13:00:00","14:20:00","Larga","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"13:00:00","14:20:00","Larga","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"13:30:00","14:25:00","Loberia","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"13:30:00","14:25:00","Loberia","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"13:30:00","14:25:00","Loberia","Leopard seal",1,0,0,0,0,0,0,0,,,0,,TRUE,"61",1,1
"2014/15",2015-02-20,"13:30:00","14:25:00","Loberia","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Maderas","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Maderas","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Maderas","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Maderas","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Marko","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Marko","Elephant seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Marko","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","14:27:00","Marko","Weddell seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","11:20:00","Media Luna","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","11:20:00","Media Luna","Elephant seal",10,0,0,1,1,4,0,0,,,20,,TRUE,"61",36,36
"2014/15",2015-02-20,"10:50:00","11:20:00","Media Luna","Leopard seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"10:50:00","11:20:00","Media Luna","Weddell seal",1,0,0,0,0,0,0,0,,,0,,TRUE,"61",1,1
"2014/15",2015-02-20,"11:30:00","12:18:00","Modulo","Crabeater seal",0,0,0,0,0,0,0,0,,,0,,FALSE,"61",0,0
"2014/15",2015-02-20,"11:30:00","12:18:00","Modulo","Elephant seal",0,0,0,1,0,1,0,0,,,0,,TRUE,"61",2,2
