header_id,season_name,species,location,time_start,time_end,total_count,ad_female_count,ad_male_count,ad_unk_count,juv_female_count,juv_male_count,juv_unk_count,pup_live_count,pup_dead_count,unk_female_count,unk_male_count,unk_unk_count,census_notes,orig_record
1997/98-01,1997/98,Crabeater seal,Cape Shirreff core locations,,,0,0,0,0,0,0,0,0,0,0,0,0,,TRUE
1997/98-01,1997/98,Elephant seal,Cape Shirreff core locations,,,251,6,1,0,19,168,0,24,0,0,0,33,"pups: 0 females, 2 males, NA unknowns; pups: 3 females, 1 males, NA unknowns; pups: 2 females, 1 males, NA unknowns; pups: 4 females, 10 males, NA unknowns; pups: 0 females, 1 males, NA unknowns",TRUE
1997/98-01,1997/98,Leopard seal,Cape Shirreff core locations,,,0,0,0,0,0,0,0,0,0,0,0,0,,TRUE
1997/98-01,1997/98,Weddell seal,Cape Shirreff core locations,,,34,10,15,0,3,6,0,0,0,0,0,0,,TRUE
1997/98-02,1997/98,Crabeater seal,Cape Shirreff core locations,,,1,0,1,0,0,0,0,0,0,0,0,0,,TRUE
1997/98-02,1997/98,Elephant seal,Cape Shirreff core locations,,,275,5,7,0,22,189,0,15,0,0,0,37,"pups: 0 females, 1 males, NA unknowns; pups: 1 females, 0 males, NA unknowns; pups: 1 females, 0 males, NA unknowns; pups: 4 females, 8 males, NA unknowns",TRUE
1997/98-02,1997/98,Leopard seal,Cape Shirreff core locations,,,0,0,0,0,0,0,0,0,0,0,0,0,,TRUE
1997/98-02,1997/98,Weddell seal,Cape Shirreff core locations,,,14,4,7,0,0,3,0,0,0,0,0,0,,TRUE
1997/98-03,1997/98,Crabeater seal,Cape Shirreff core locations,,,1,0,1,0,0,0,0,0,0,0,0,0,,TRUE
1997/98-03,1997/98,Elephant seal,Cape Shirreff core locations,,,277,18,9,0,31,157,0,23,0,0,0,39,"pups: 0 females, 9 males, NA unknowns; pups: 2 females, 1 males, NA unknowns; pups: 2 females, 0 males, NA unknowns; pups: 5 females, 4 males, NA unknowns",TRUE
1997/98-03,1997/98,Leopard seal,Cape Shirreff core locations,,,0,0,0,0,0,0,0,0,0,0,0,0,,TRUE
1997/98-03,1997/98,Weddell seal,Cape Shirreff core locations,,,10,3,6,0,0,1,0,0,0,0,0,0,,TRUE
1997/98-04,1997/98,Crabeater seal,Cape Shirreff core locations,,,0,0,0,0,0,0,0,0,0,0,0,0,,TRUE
1997/98-04,1997/98,Elephant seal,Cape Shirreff core locations,,,295,26,10,0,30,169,0,11,0,0,0,49,"pups: 3 females, 0 males, NA unknowns; pups: 1 females, 2 males, NA unknowns; pups: 2 females, 2 males, NA unknowns; pups: 1 females, 0 males, NA unknowns",TRUE
1997/98-04,1997/98,Leopard seal,Cape Shirreff core locations,,,1,0,1,0,0,0,0,0,0,0,0,0,,TRUE
1997/98-04,1997/98,Weddell seal,Cape Shirreff core locations,,,22,10,11,0,1,0,0,0,0,0,0,0,,TRUE
1997/98-05,1997/98,Crabeater seal,Cape Shirreff core locations,,,1,0,1,0,0,0,0,0,0,0,0,0,,TRUE
1997/98-05,1997/98,Elephant seal,Cape Shirreff core locations,,,263,21,10,0,32,78,0,7,0,0,0,115,"pups: 2 females, 0 males, NA unknowns; pups: 1 females, 0 males, NA unknowns; pups: 2 females, 2 males, NA unknowns",TRUE
1997/98-05,1997/98,Leopard seal,Cape Shirreff core locations,,,1,1,0,0,0,0,0,0,0,0,0,0,,TRUE
