"season_name","census_date","time_start","time_end","location","species","ad_female_count","ad_male_count","ad_unk_count","juv_female_count","juv_male_count","juv_unk_count","pup_live_count","pup_dead_count","unk_female_count","unk_male_count","unk_unk_count","census_notes","header_id","census_date_start","census_date_end","header_notes","research_program","orig_record","total_count","total_count_nodead"
"2009/10",2010-01-11,"10:30:00","13:45:00","Nibaldo","Crabeater seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","Nibaldo","Elephant seal",0,0,0,0,3,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",TRUE,3,
"2009/10",2010-01-11,"10:30:00","13:45:00","Nibaldo","Leopard seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","Nibaldo","Weddell seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","Papua","Crabeater seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","Papua","Elephant seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","Papua","Leopard seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","Papua","Weddell seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","Paulina-Aranda","Crabeater seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","Paulina-Aranda","Elephant seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","Paulina-Aranda","Leopard seal",7,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",TRUE,7,
"2009/10",2010-01-11,"10:30:00","13:45:00","Paulina-Aranda","Weddell seal",0,2,0,0,1,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",TRUE,3,
"2009/10",2010-01-11,"10:30:00","13:45:00","Pinochet de la Barra","Crabeater seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","Pinochet de la Barra","Elephant seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","Pinochet de la Barra","Leopard seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","Pinochet de la Barra","Weddell seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","Pocitas, Playa","Elephant seal",1,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",TRUE,1,
"2009/10",2010-01-11,"10:30:00","13:45:00","Pocitas, Playa","Weddell seal",0,0,0,2,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",TRUE,2,
"2009/10",2010-01-11,"10:30:00","13:45:00","Roquerio","Crabeater seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","Roquerio","Elephant seal",0,0,0,0,1,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",TRUE,1,
"2009/10",2010-01-11,"10:30:00","13:45:00","Roquerio","Leopard seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","Roquerio","Weddell seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","San Telmo, Punta","Crabeater seal",0,0,0,0,0,1,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",TRUE,1,
"2009/10",2010-01-11,"10:30:00","13:45:00","San Telmo, Punta","Crabeater seal",0,0,0,0,0,1,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",TRUE,1,
"2009/10",2010-01-11,"10:30:00","13:45:00","San Telmo, Punta","Elephant seal",13,0,0,0,7,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",TRUE,20,
"2009/10",2010-01-11,"10:30:00","13:45:00","San Telmo, Punta","Elephant seal",13,0,0,0,7,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",TRUE,20,
"2009/10",2010-01-11,"10:30:00","13:45:00","San Telmo, Punta","Leopard seal",2,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",TRUE,2,
"2009/10",2010-01-11,"10:30:00","13:45:00","San Telmo, Punta","Leopard seal",2,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",TRUE,2,
"2009/10",2010-01-11,"10:30:00","13:45:00","San Telmo, Punta","Weddell seal",3,4,0,0,2,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",TRUE,9,
"2009/10",2010-01-11,"10:30:00","13:45:00","San Telmo, Punta","Weddell seal",3,4,0,0,2,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",TRUE,9,
"2009/10",2010-01-11,"10:30:00","13:45:00","Yamana, Playa","Crabeater seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","Yamana, Playa","Elephant seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","Yamana, Playa","Leopard seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","Yamana, Playa","Weddell seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","Yuseff, Punta","Crabeater seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","Yuseff, Punta","Elephant seal",46,1,0,2,26,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",TRUE,75,
"2009/10",2010-01-11,"10:30:00","13:45:00","Yuseff, Punta","Leopard seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-11,"10:30:00","13:45:00","Yuseff, Punta","Weddell seal",0,0,0,0,0,0,0,,,,,,"160",2010-01-11,2010-01-11,"Imported from Excel files. Observers: MG, RMB, RB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Alcazar","Crabeater seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Alcazar","Elephant seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Alcazar","Leopard seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Alcazar","Weddell seal",3,1,0,0,0,2,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",TRUE,6,
"2009/10",2010-01-19,"10:30:00","16:45:00","Antartico, Playa","Crabeater seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Antartico, Playa","Elephant seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Antartico, Playa","Leopard seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Antartico, Playa","Weddell seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Bahamonde","Crabeater seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Bahamonde","Elephant seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Bahamonde","Leopard seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Bahamonde","Weddell seal",0,1,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",TRUE,1,
"2009/10",2010-01-19,"10:30:00","16:45:00","Ballena Norte","Crabeater seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Ballena Norte","Elephant seal",0,0,0,10,2,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",TRUE,12,
"2009/10",2010-01-19,"10:30:00","16:45:00","Ballena Norte","Leopard seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Ballena Norte","Weddell seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Ballena Sur","Crabeater seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Ballena Sur","Elephant seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Ballena Sur","Leopard seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Ballena Sur","Weddell seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Cachorros","Crabeater seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Cachorros","Elephant seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Cachorros","Leopard seal",1,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",TRUE,1,
"2009/10",2010-01-19,"10:30:00","16:45:00","Cachorros","Weddell seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Chungungo","Crabeater seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Chungungo","Elephant seal",0,0,0,2,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",TRUE,2,
"2009/10",2010-01-19,"10:30:00","16:45:00","Chungungo","Leopard seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Chungungo","Weddell seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Copi","Crabeater seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Copi","Elephant seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Copi","Leopard seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Copi","Weddell seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Daniel","Crabeater seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Daniel","Elephant seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Daniel","Leopard seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Daniel","Weddell seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Golondrina-del Lobero","Crabeater seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Golondrina-del Lobero","Elephant seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Golondrina-del Lobero","Leopard seal",7,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",TRUE,7,
"2009/10",2010-01-19,"10:30:00","16:45:00","Golondrina-del Lobero","Weddell seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Hue","Crabeater seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Hue","Elephant seal",1,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",TRUE,1,
"2009/10",2010-01-19,"10:30:00","16:45:00","Hue","Leopard seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Hue","Weddell seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","La Caverna","Weddell seal",0,0,0,1,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",TRUE,1,
"2009/10",2010-01-19,"10:30:00","16:45:00","Larga","Crabeater seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Larga","Elephant seal",0,0,0,0,0,1,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",TRUE,1,
"2009/10",2010-01-19,"10:30:00","16:45:00","Larga","Leopard seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Larga","Weddell seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Loberia","Crabeater seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Loberia","Elephant seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Loberia","Leopard seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Loberia","Weddell seal",0,0,0,1,1,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",TRUE,2,
"2009/10",2010-01-19,"10:30:00","16:45:00","Maderas","Crabeater seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Maderas","Elephant seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Maderas","Leopard seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Maderas","Weddell seal",0,0,0,0,2,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",TRUE,2,
"2009/10",2010-01-19,"10:30:00","16:45:00","Marko","Crabeater seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Marko","Elephant seal",1,0,0,0,0,1,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",TRUE,2,
"2009/10",2010-01-19,"10:30:00","16:45:00","Marko","Leopard seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Marko","Weddell seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Media Luna","Crabeater seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Media Luna","Elephant seal",58,0,0,0,7,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",TRUE,65,
"2009/10",2010-01-19,"10:30:00","16:45:00","Media Luna","Leopard seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Media Luna","Weddell seal",1,0,0,0,1,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",TRUE,2,
"2009/10",2010-01-19,"10:30:00","16:45:00","Modulo","Crabeater seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Modulo","Elephant seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Modulo","Leopard seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Modulo","Weddell seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Nibaldo","Crabeater seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Nibaldo","Elephant seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Nibaldo","Leopard seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Nibaldo","Weddell seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Papua","Crabeater seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Papua","Elephant seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Papua","Leopard seal",1,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",TRUE,1,
"2009/10",2010-01-19,"10:30:00","16:45:00","Papua","Weddell seal",0,0,0,2,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",TRUE,2,
"2009/10",2010-01-19,"10:30:00","16:45:00","Paulina-Aranda","Crabeater seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Paulina-Aranda","Elephant seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Paulina-Aranda","Leopard seal",8,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",TRUE,8,
"2009/10",2010-01-19,"10:30:00","16:45:00","Paulina-Aranda","Weddell seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Pinochet de la Barra","Crabeater seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
"2009/10",2010-01-19,"10:30:00","16:45:00","Pinochet de la Barra","Elephant seal",0,0,0,0,0,0,0,,,,,,"161",2010-01-19,2010-01-19,"Imported from Excel files. Observers: MG, RB, RMB, CAB","USAMLR",,0,
