occurrenceID	eventID	location	scientificName	vernacularName	scientificNameID	taxonRank	kingdom	basisOfRecord	identificationReferences	lifeStage	sex	individualCount	occurrenceStatus	dateIdentified
112-1-231417-4-1	112-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	female	0	absent	2018-01-13
112-1-231417-4-2	112-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	male	0	absent	2018-01-13
112-1-231417-4-3	112-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2018-01-13
112-1-195932-1-1	112-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	2	present	2018-01-13
112-1-195932-1-2	112-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	6	present	2018-01-13
112-1-195932-1-3	112-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	2	present	2018-01-13
112-1-195932-2-1	112-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	6	present	2018-01-13
112-1-195932-2-2	112-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	2	present	2018-01-13
112-1-195932-2-3	112-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	1	present	2018-01-13
112-1-195932-3-3	112-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2018-01-13
112-1-195932-4-1	112-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	female	0	absent	2018-01-13
112-1-195932-4-2	112-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	male	0	absent	2018-01-13
112-1-195932-4-3	112-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2018-01-13
112-2-344008-1-1	112-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	0	absent	2018-01-13
112-2-344008-1-2	112-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	1	present	2018-01-13
112-2-344008-1-3	112-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	0	absent	2018-01-13
112-2-344008-2-1	112-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	0	absent	2018-01-13
112-2-344008-2-2	112-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	0	absent	2018-01-13
112-2-344008-2-3	112-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	0	absent	2018-01-13
112-2-344008-3-3	112-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2018-01-13
112-2-344008-4-1	112-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	female	0	absent	2018-01-13
112-2-344008-4-2	112-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	male	0	absent	2018-01-13
112-2-344008-4-3	112-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2018-01-13
112-2-231413-1-1	112-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	5	present	2018-01-13
112-2-231413-1-2	112-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	0	absent	2018-01-13
112-2-231413-1-3	112-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	0	absent	2018-01-13
112-2-231413-2-1	112-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	0	absent	2018-01-13
112-2-231413-2-2	112-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	18	present	2018-01-13
112-2-231413-2-3	112-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	24	present	2018-01-13
112-2-231413-3-3	112-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2018-01-13
112-2-231413-4-1	112-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	female	0	absent	2018-01-13
112-2-231413-4-2	112-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	male	0	absent	2018-01-13
112-2-231413-4-3	112-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2018-01-13
112-2-231417-1-1	112-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	0	absent	2018-01-13
112-2-231417-1-2	112-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	1	present	2018-01-13
112-2-231417-1-3	112-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	1	present	2018-01-13
112-2-231417-2-1	112-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	0	absent	2018-01-13
112-2-231417-2-2	112-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	0	absent	2018-01-13
112-2-231417-2-3	112-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	0	absent	2018-01-13
112-2-231417-3-3	112-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2018-01-13
112-2-231417-4-1	112-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	female	0	absent	2018-01-13
112-2-231417-4-2	112-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	male	0	absent	2018-01-13
112-2-231417-4-3	112-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2018-01-13
112-2-195932-1-1	112-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	4	present	2018-01-13
112-2-195932-1-2	112-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	4	present	2018-01-13
112-2-195932-1-3	112-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	2	present	2018-01-13
112-2-195932-2-1	112-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	0	absent	2018-01-13
112-2-195932-2-2	112-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	0	absent	2018-01-13
112-2-195932-2-3	112-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	0	absent	2018-01-13
112-2-195932-3-3	112-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2018-01-13
112-2-195932-4-1	112-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	female	0	absent	2018-01-13
112-2-195932-4-2	112-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	male	0	absent	2018-01-13
112-2-195932-4-3	112-2	Punta San Telmo	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2018-01-13
113-1-344008-1-1	113-1	Core census locations	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	0	absent	2018-01-19
113-1-344008-1-2	113-1	Core census locations	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	0	absent	2018-01-19
113-1-344008-1-3	113-1	Core census locations	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	0	absent	2018-01-19
113-1-344008-2-1	113-1	Core census locations	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	0	absent	2018-01-19
113-1-344008-2-2	113-1	Core census locations	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	0	absent	2018-01-19
113-1-344008-2-3	113-1	Core census locations	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	0	absent	2018-01-19
113-1-344008-3-3	113-1	Core census locations	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2018-01-19
113-1-344008-4-1	113-1	Core census locations	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	female	0	absent	2018-01-19
113-1-344008-4-2	113-1	Core census locations	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	male	0	absent	2018-01-19
113-1-344008-4-3	113-1	Core census locations	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2018-01-19
113-1-231413-1-1	113-1	Core census locations	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	195	present	2018-01-19
113-1-231413-1-2	113-1	Core census locations	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	1	present	2018-01-19
113-1-231413-1-3	113-1	Core census locations	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	0	absent	2018-01-19
113-1-231413-2-1	113-1	Core census locations	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	16	present	2018-01-19
113-1-231413-2-2	113-1	Core census locations	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	22	present	2018-01-19
113-1-231413-2-3	113-1	Core census locations	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	44	present	2018-01-19
113-1-231413-3-3	113-1	Core census locations	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2018-01-19
113-1-231413-4-1	113-1	Core census locations	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	female	0	absent	2018-01-19
113-1-231413-4-2	113-1	Core census locations	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	male	0	absent	2018-01-19
113-1-231413-4-3	113-1	Core census locations	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	4	present	2018-01-19
113-1-231417-1-1	113-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	6	present	2018-01-19
113-1-231417-1-2	113-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	1	present	2018-01-19
113-1-231417-1-3	113-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	0	absent	2018-01-19
113-1-231417-2-1	113-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	0	absent	2018-01-19
113-1-231417-2-2	113-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	0	absent	2018-01-19
113-1-231417-2-3	113-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	0	absent	2018-01-19
113-1-231417-3-3	113-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2018-01-19
113-1-231417-4-1	113-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	female	0	absent	2018-01-19
113-1-231417-4-2	113-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	male	0	absent	2018-01-19
113-1-231417-4-3	113-1	Core census locations	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2018-01-19
113-1-195932-1-1	113-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	2	present	2018-01-19
113-1-195932-1-2	113-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	6	present	2018-01-19
113-1-195932-1-3	113-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	0	absent	2018-01-19
113-1-195932-2-1	113-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	6	present	2018-01-19
113-1-195932-2-2	113-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	8	present	2018-01-19
113-1-195932-2-3	113-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	2	present	2018-01-19
113-1-195932-3-3	113-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2018-01-19
113-1-195932-4-1	113-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	female	0	absent	2018-01-19
113-1-195932-4-2	113-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	male	0	absent	2018-01-19
113-1-195932-4-3	113-1	Core census locations	Leptonychotes weddellii	Weddell seal	urn:lsid:marinespecies.org:taxname:195932	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2018-01-19
113-2-344008-1-1	113-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	0	absent	2018-01-19
113-2-344008-1-2	113-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	0	absent	2018-01-19
113-2-344008-1-3	113-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	0	absent	2018-01-19
113-2-344008-2-1	113-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	0	absent	2018-01-19
113-2-344008-2-2	113-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	1	present	2018-01-19
113-2-344008-2-3	113-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	0	absent	2018-01-19
113-2-344008-3-3	113-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2018-01-19
113-2-344008-4-1	113-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	female	0	absent	2018-01-19
113-2-344008-4-2	113-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	male	0	absent	2018-01-19
113-2-344008-4-3	113-2	Punta San Telmo	Lobodon carcinophaga	Crabeater seal	urn:lsid:marinespecies.org:taxname:231416	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	0	absent	2018-01-19
113-2-231413-1-1	113-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	10	present	2018-01-19
113-2-231413-1-2	113-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	0	absent	2018-01-19
113-2-231413-1-3	113-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	indeterminate	0	absent	2018-01-19
113-2-231413-2-1	113-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	female	2	present	2018-01-19
113-2-231413-2-2	113-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	male	4	present	2018-01-19
113-2-231413-2-3	113-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	juvenile	indeterminate	5	present	2018-01-19
113-2-231413-3-3	113-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	pup	indeterminate	0	absent	2018-01-19
113-2-231413-4-1	113-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	female	0	absent	2018-01-19
113-2-231413-4-2	113-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	male	0	absent	2018-01-19
113-2-231413-4-3	113-2	Punta San Telmo	Mirounga leonina	Southern elephant seal	urn:lsid:marinespecies.org:taxname:231413	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	unknown	indeterminate	32	present	2018-01-19
113-2-231417-1-1	113-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	female	2	present	2018-01-19
113-2-231417-1-2	113-2	Punta San Telmo	Hydrurga leptonyx	Leopard seal	urn:lsid:marinespecies.org:taxname:231417	Species	Animalia	HumanObservation	https://doi.org/10.1016/C2012-0-06919-0	adult	male	0	absent	2018-01-19
